"행정구역별(시군구)","성별","경제활동별","항목","단위","2015 년",
"공주시","남자","계","60~64세","","3762",
"공주시","남자","계","65~69세","","3068",
"공주시","남자","계","70~74세","","2553",
"공주시","남자","계","75~79세","","2129",
"공주시","남자","계","80~84세","","1379",
"공주시","남자","계","85세 이상","","654",
"공주시","남자","일하였음","60세 이상-계","","7358",
"공주시","남자","일하였음","60~64세","","2776",
"공주시","남자","일하였음","65~69세","","1895",
"공주시","남자","일하였음","70~74세","","1354",
"공주시","남자","일하였음","75~79세","","867",
"공주시","남자","일하였음","80~84세","","390",
"공주시","남자","일하였음","85세 이상","","76",
"공주시","남자","일하지않았음","60세 이상-계","","6187",
"공주시","남자","일하지않았음","60~64세","","986",
"공주시","남자","일하지않았음","65~69세","","1173",
"공주시","남자","일하지않았음","70~74세","","1199",
"공주시","남자","일하지않았음","75~79세","","1262",
"공주시","남자","일하지않았음","80~84세","","989",
"공주시","남자","일하지않았음","85세 이상","","578",
"공주시","여자","계","60세 이상-계","","17336",
"공주시","여자","계","60~64세","","3816",
"공주시","여자","계","65~69세","","3043",
"공주시","여자","계","70~74세","","3256",
"공주시","여자","계","75~79세","","3213",
"공주시","여자","계","80~84세","","2337",
"공주시","여자","계","85세 이상","","1671",
"공주시","여자","일하였음","60세 이상-계","","5526",
"공주시","여자","일하였음","60~64세","","2114",
"공주시","여자","일하였음","65~69세","","1268",
"공주시","여자","일하였음","70~74세","","1153",
"공주시","여자","일하였음","75~79세","","628",
"공주시","여자","일하였음","80~84세","","272",
"공주시","여자","일하였음","85세 이상","","91",
"공주시","여자","일하지않았음","60세 이상-계","","11810",
"공주시","여자","일하지않았음","60~64세","","1702",
"공주시","여자","일하지않았음","65~69세","","1775",
"공주시","여자","일하지않았음","70~74세","","2103",
"공주시","여자","일하지않았음","75~79세","","2585",
"공주시","여자","일하지않았음","80~84세","","2065",
"공주시","여자","일하지않았음","85세 이상","","1580",
"보령시","계","계","60세 이상-계","","28952",
"보령시","계","계","60~64세","","7257",
"보령시","계","계","65~69세","","6279",
"보령시","계","계","70~74세","","5587",
"보령시","계","계","75~79세","","4750",
"보령시","계","계","80~84세","","3139",
"보령시","계","계","85세 이상","","1940",
"보령시","계","일하였음","60세 이상-계","","12637",
"보령시","계","일하였음","60~64세","","4543",
"보령시","계","일하였음","65~69세","","3337",
"보령시","계","일하였음","70~74세","","2383",
"보령시","계","일하였음","75~79세","","1567",
"보령시","계","일하였음","80~84세","","671",
"보령시","계","일하였음","85세 이상","","136",
"보령시","계","일하지않았음","60세 이상-계","","16315",
"보령시","계","일하지않았음","60~64세","","2714",
"보령시","계","일하지않았음","65~69세","","2942",
"보령시","계","일하지않았음","70~74세","","3204",
"보령시","계","일하지않았음","75~79세","","3183",
"보령시","계","일하지않았음","80~84세","","2468",
"보령시","계","일하지않았음","85세 이상","","1804",
"보령시","남자","계","60세 이상-계","","12512",
"보령시","남자","계","60~64세","","3437",
"보령시","남자","계","65~69세","","3106",
"보령시","남자","계","70~74세","","2429",
"보령시","남자","계","75~79세","","1933",
"보령시","남자","계","80~84세","","1129",
"보령시","남자","계","85세 이상","","478",
"보령시","남자","일하였음","60세 이상-계","","6991",
"보령시","남자","일하였음","60~64세","","2507",
"보령시","남자","일하였음","65~69세","","1952",
"보령시","남자","일하였음","70~74세","","1249",
"보령시","남자","일하였음","75~79세","","822",
"보령시","남자","일하였음","80~84세","","386",
"보령시","남자","일하였음","85세 이상","","75",
"보령시","남자","일하지않았음","60세 이상-계","","5521",
"보령시","남자","일하지않았음","60~64세","","930",
"보령시","남자","일하지않았음","65~69세","","1154",
"보령시","남자","일하지않았음","70~74세","","1180",
"보령시","남자","일하지않았음","75~79세","","1111",
"보령시","남자","일하지않았음","80~84세","","743",
"보령시","남자","일하지않았음","85세 이상","","403",
"보령시","여자","계","60세 이상-계","","16440",
"보령시","여자","계","60~64세","","3820",
"보령시","여자","계","65~69세","","3173",
"보령시","여자","계","70~74세","","3158",
"보령시","여자","계","75~79세","","2817",
"보령시","여자","계","80~84세","","2010",
"보령시","여자","계","85세 이상","","1462",
"보령시","여자","일하였음","60세 이상-계","","5646",
"보령시","여자","일하였음","60~64세","","2036",
"보령시","여자","일하였음","65~69세","","1385",
"보령시","여자","일하였음","70~74세","","1134",
"보령시","여자","일하였음","75~79세","","745",
"보령시","여자","일하였음","80~84세","","285",
"보령시","여자","일하였음","85세 이상","","61",
"보령시","여자","일하지않았음","60세 이상-계","","10794",
"보령시","여자","일하지않았음","60~64세","","1784",
"보령시","여자","일하지않았음","65~69세","","1788",
"보령시","여자","일하지않았음","70~74세","","2024",
"보령시","여자","일하지않았음","75~79세","","2072",
"보령시","여자","일하지않았음","80~84세","","1725",
"보령시","여자","일하지않았음","85세 이상","","1401",
"아산시","계","계","60세 이상-계","","45076",
"아산시","계","계","60~64세","","12159",
"아산시","계","계","65~69세","","9580",
"아산시","계","계","70~74세","","8342",
"아산시","계","계","75~79세","","7460",
"아산시","계","계","80~84세","","4764",
"아산시","계","계","85세 이상","","2771",
"아산시","계","일하였음","60세 이상-계","","16351",
"아산시","계","일하였음","60~64세","","6896",
"아산시","계","일하였음","65~69세","","4070",
"아산시","계","일하였음","70~74세","","2630",
"아산시","계","일하였음","75~79세","","1903",
"아산시","계","일하였음","80~84세","","703",
"아산시","계","일하였음","85세 이상","","149",
"아산시","계","일하지않았음","60세 이상-계","","28725",
"아산시","계","일하지않았음","60~64세","","5263",
"아산시","계","일하지않았음","65~69세","","5510",
"아산시","계","일하지않았음","70~74세","","5712",
"아산시","계","일하지않았음","75~79세","","5557",
"아산시","계","일하지않았음","80~84세","","4061",
"아산시","계","일하지않았음","85세 이상","","2622",
"아산시","남자","계","60세 이상-계","","19657",
"아산시","남자","계","60~64세","","6022",
"아산시","남자","계","65~69세","","4523",
"아산시","남자","계","70~74세","","3669",
"아산시","남자","계","75~79세","","3082",
"아산시","남자","계","80~84세","","1652",
"아산시","남자","계","85세 이상","","709",
"아산시","남자","일하였음","60세 이상-계","","10110",
"아산시","남자","일하였음","60~64세","","4340",
"아산시","남자","일하였음","65~69세","","2512",
"아산시","남자","일하였음","70~74세","","1539",
"아산시","남자","일하였음","75~79세","","1208",
"아산시","남자","일하였음","80~84세","","423",
"아산시","남자","일하였음","85세 이상","","88",
"아산시","남자","일하지않았음","60세 이상-계","","9547",
"아산시","남자","일하지않았음","60~64세","","1682",
"아산시","남자","일하지않았음","65~69세","","2011",
"아산시","남자","일하지않았음","70~74세","","2130",
"아산시","남자","일하지않았음","75~79세","","1874",
"아산시","남자","일하지않았음","80~84세","","1229",
"아산시","남자","일하지않았음","85세 이상","","621",
"아산시","여자","계","60세 이상-계","","25419",
"아산시","여자","계","60~64세","","6137",
"아산시","여자","계","65~69세","","5057",
"아산시","여자","계","70~74세","","4673",
"아산시","여자","계","75~79세","","4378",
"아산시","여자","계","80~84세","","3112",
"아산시","여자","계","85세 이상","","2062",
"아산시","여자","일하였음","60세 이상-계","","6241",
"아산시","여자","일하였음","60~64세","","2556",
"아산시","여자","일하였음","65~69세","","1558",
"아산시","여자","일하였음","70~74세","","1091",
"아산시","여자","일하였음","75~79세","","695",
"아산시","여자","일하였음","80~84세","","280",
"아산시","여자","일하였음","85세 이상","","61",
"아산시","여자","일하지않았음","60세 이상-계","","19178",
"아산시","여자","일하지않았음","60~64세","","3581",
"아산시","여자","일하지않았음","65~69세","","3499",
"아산시","여자","일하지않았음","70~74세","","3582",
"아산시","여자","일하지않았음","75~79세","","3683",
"아산시","여자","일하지않았음","80~84세","","2832",
"아산시","여자","일하지않았음","85세 이상","","2001",
"서산시","계","계","60세 이상-계","","35157",
"서산시","계","계","60~64세","","8693",
"서산시","계","계","65~69세","","7596",
"서산시","계","계","70~74세","","6569",
"서산시","계","계","75~79세","","5732",
"서산시","계","계","80~84세","","4089",
"서산시","계","계","85세 이상","","2478",
"서산시","계","일하였음","60세 이상-계","","17701",
"서산시","계","일하였음","60~64세","","5748",
"서산시","계","일하였음","65~69세","","4612",
"서산시","계","일하였음","70~74세","","3531",
"서산시","계","일하였음","75~79세","","2449",
"서산시","계","일하였음","80~84세","","1077",
"서산시","계","일하였음","85세 이상","","284",
"서산시","계","일하지않았음","60세 이상-계","","17456",
"서산시","계","일하지않았음","60~64세","","2945",
"서산시","계","일하지않았음","65~69세","","2984",
"서산시","계","일하지않았음","70~74세","","3038",
"서산시","계","일하지않았음","75~79세","","3283",
"서산시","계","일하지않았음","80~84세","","3012",
"서산시","계","일하지않았음","85세 이상","","2194",
"서산시","남자","계","60세 이상-계","","15330",
"서산시","남자","계","60~64세","","4269",
"서산시","남자","계","65~69세","","3761",
"서산시","남자","계","70~74세","","2951",
"서산시","남자","계","75~79세","","2338",
"서산시","남자","계","80~84세","","1393",
"서산시","남자","계","85세 이상","","618",
"서산시","남자","일하였음","60세 이상-계","","9601",
"서산시","남자","일하였음","60~64세","","3271",
"서산시","남자","일하였음","65~69세","","2606",
"서산시","남자","일하였음","70~74세","","1860",
"서산시","남자","일하였음","75~79세","","1209",
"서산시","남자","일하였음","80~84세","","547",
"서산시","남자","일하였음","85세 이상","","108",
"서산시","남자","일하지않았음","60세 이상-계","","5729",
"서산시","남자","일하지않았음","60~64세","","998",
"서산시","남자","일하지않았음","65~69세","","1155",
"서산시","남자","일하지않았음","70~74세","","1091",
"서산시","남자","일하지않았음","75~79세","","1129",
"서산시","남자","일하지않았음","80~84세","","846",
"서산시","남자","일하지않았음","85세 이상","","510",
"서산시","여자","계","60세 이상-계","","19827",
"서산시","여자","계","60~64세","","4424",
"서산시","여자","계","65~69세","","3835",
"서산시","여자","계","70~74세","","3618",
"서산시","여자","계","75~79세","","3394",
"서산시","여자","계","80~84세","","2696",
"서산시","여자","계","85세 이상","","1860",
"서산시","여자","일하였음","60세 이상-계","","8100",
"서산시","여자","일하였음","60~64세","","2477",
"서산시","여자","일하였음","65~69세","","2006",
"서산시","여자","일하였음","70~74세","","1671",
"서산시","여자","일하였음","75~79세","","1240",
"서산시","여자","일하였음","80~84세","","530",
"서산시","여자","일하였음","85세 이상","","176",
"서산시","여자","일하지않았음","60세 이상-계","","11727",
"서산시","여자","일하지않았음","60~64세","","1947",
"서산시","여자","일하지않았음","65~69세","","1829",
"서산시","여자","일하지않았음","70~74세","","1947",
"서산시","여자","일하지않았음","75~79세","","2154",
"서산시","여자","일하지않았음","80~84세","","2166",
"서산시","여자","일하지않았음","85세 이상","","1684",
"논산시","계","계","60세 이상-계","","34952",
"논산시","계","계","60~64세","","8400",
"논산시","계","계","65~69세","","7010",
"논산시","계","계","70~74세","","6647",
"논산시","계","계","75~79세","","6079",
"논산시","계","계","80~84세","","4179",
"논산시","계","계","85세 이상","","2637",
"논산시","계","일하였음","60세 이상-계","","14675",
"논산시","계","일하였음","60~64세","","5468",
"논산시","계","일하였음","65~69세","","3534",
"논산시","계","일하였음","70~74세","","2791",
"논산시","계","일하였음","75~79세","","1944",
"논산시","계","일하였음","80~84세","","743",
"논산시","계","일하였음","85세 이상","","195",
"논산시","계","일하지않았음","60세 이상-계","","20277",
"논산시","계","일하지않았음","60~64세","","2932",
"논산시","계","일하지않았음","65~69세","","3476",
"논산시","계","일하지않았음","70~74세","","3856",
"논산시","계","일하지않았음","75~79세","","4135",
"논산시","계","일하지않았음","80~84세","","3436",
"논산시","계","일하지않았음","85세 이상","","2442",
"논산시","남자","계","60세 이상-계","","15256",
"논산시","남자","계","60~64세","","4272",
"논산시","남자","계","65~69세","","3409",
"논산시","남자","계","70~74세","","2871",
"논산시","남자","계","75~79세","","2396",
"논산시","남자","계","80~84세","","1505",
"논산시","남자","계","85세 이상","","803",
"논산시","남자","일하였음","60세 이상-계","","8345",
"논산시","남자","일하였음","60~64세","","3168",
"논산시","남자","일하였음","65~69세","","2050",
"논산시","남자","일하였음","70~74세","","1533",
"논산시","남자","일하였음","75~79세","","1008",
"논산시","남자","일하였음","80~84세","","454",
"논산시","남자","일하였음","85세 이상","","132",
"논산시","남자","일하지않았음","60세 이상-계","","6911",
"논산시","남자","일하지않았음","60~64세","","1104",
"논산시","남자","일하지않았음","65~69세","","1359",
"논산시","남자","일하지않았음","70~74세","","1338",
"논산시","남자","일하지않았음","75~79세","","1388",
"논산시","남자","일하지않았음","80~84세","","1051",
"논산시","남자","일하지않았음","85세 이상","","671",
"논산시","여자","계","60세 이상-계","","19696",
"논산시","여자","계","60~64세","","4128",
"논산시","여자","계","65~69세","","3601",
"논산시","여자","계","70~74세","","3776",
"논산시","여자","계","75~79세","","3683",
"논산시","여자","계","80~84세","","2674",
"논산시","여자","계","85세 이상","","1834",
"논산시","여자","일하였음","60세 이상-계","","6330",
"논산시","여자","일하였음","60~64세","","2300",
"논산시","여자","일하였음","65~69세","","1484",
"논산시","여자","일하였음","70~74세","","1258",
"논산시","여자","일하였음","75~79세","","936",
"논산시","여자","일하였음","80~84세","","289",
"논산시","여자","일하였음","85세 이상","","63",
"논산시","여자","일하지않았음","60세 이상-계","","13366",
"논산시","여자","일하지않았음","60~64세","","1828",
"논산시","여자","일하지않았음","65~69세","","2117",
"논산시","여자","일하지않았음","70~74세","","2518",
"논산시","여자","일하지않았음","75~79세","","2747",
"논산시","여자","일하지않았음","80~84세","","2385",
"논산시","여자","일하지않았음","85세 이상","","1771",
"계룡시","계","계","60세 이상-계","","5087",
"계룡시","계","계","60~64세","","1689",
"계룡시","계","계","65~69세","","1036",
"계룡시","계","계","70~74세","","830",
"계룡시","계","계","75~79세","","710",
"계룡시","계","계","80~84세","","458",
"계룡시","계","계","85세 이상","","364",
"계룡시","계","일하였음","60세 이상-계","","1302",
"계룡시","계","일하였음","60~64세","","708",
"계룡시","계","일하였음","65~69세","","264",
"계룡시","계","일하였음","70~74세","","167",
"계룡시","계","일하였음","75~79세","","102",
"계룡시","계","일하였음","80~84세","","39",
"계룡시","계","일하였음","85세 이상","","22",
"계룡시","계","일하지않았음","60세 이상-계","","3785",
"계룡시","계","일하지않았음","60~64세","","981",
"계룡시","계","일하지않았음","65~69세","","772",
"계룡시","계","일하지않았음","70~74세","","663",
"계룡시","계","일하지않았음","75~79세","","608",
"계룡시","계","일하지않았음","80~84세","","419",
"계룡시","계","일하지않았음","85세 이상","","342",
"계룡시","남자","계","60세 이상-계","","2128",
"계룡시","남자","계","60~64세","","824",
"계룡시","남자","계","65~69세","","531",
"계룡시","남자","계","70~74세","","324",
"계룡시","남자","계","75~79세","","243",
"계룡시","남자","계","80~84세","","128",
"계룡시","남자","계","85세 이상","","78",
"계룡시","남자","일하였음","60세 이상-계","","732",
"계룡시","남자","일하였음","60~64세","","445",
"계룡시","남자","일하였음","65~69세","","162",
"계룡시","남자","일하였음","70~74세","","68",
"계룡시","남자","일하였음","75~79세","","41",
"계룡시","남자","일하였음","80~84세","","12",
"계룡시","남자","일하였음","85세 이상","","4",
"계룡시","남자","일하지않았음","60세 이상-계","","1396",
"계룡시","남자","일하지않았음","60~64세","","379",
"계룡시","남자","일하지않았음","65~69세","","369",
"계룡시","남자","일하지않았음","70~74세","","256",
"계룡시","남자","일하지않았음","75~79세","","202",
"계룡시","남자","일하지않았음","80~84세","","116",
"계룡시","남자","일하지않았음","85세 이상","","74",
"계룡시","여자","계","60세 이상-계","","2959",
"계룡시","여자","계","60~64세","","865",
"계룡시","여자","계","65~69세","","505",
"계룡시","여자","계","70~74세","","506",
"계룡시","여자","계","75~79세","","467",
"계룡시","여자","계","80~84세","","330",
"계룡시","여자","계","85세 이상","","286",
"계룡시","여자","일하였음","60세 이상-계","","570",
"계룡시","여자","일하였음","60~64세","","263",
"계룡시","여자","일하였음","65~69세","","102",
"계룡시","여자","일하였음","70~74세","","99",
"계룡시","여자","일하였음","75~79세","","61",
"계룡시","여자","일하였음","80~84세","","27",
"계룡시","여자","일하였음","85세 이상","","18",
"계룡시","여자","일하지않았음","60세 이상-계","","2389",
"계룡시","여자","일하지않았음","60~64세","","602",
"계룡시","여자","일하지않았음","65~69세","","403",
"계룡시","여자","일하지않았음","70~74세","","407",
"계룡시","여자","일하지않았음","75~79세","","406",
"계룡시","여자","일하지않았음","80~84세","","303",
"계룡시","여자","일하지않았음","85세 이상","","268",
"당진시","계","계","60세 이상-계","","34294",
"당진시","계","계","60~64세","","8572",
"당진시","계","계","65~69세","","7181",
"당진시","계","계","70~74세","","6371",
"당진시","계","계","75~79세","","5915",
"당진시","계","계","80~84세","","3843",
"당진시","계","계","85세 이상","","2412",
"당진시","계","일하였음","60세 이상-계","","17595",
"당진시","계","일하였음","60~64세","","5829",
"당진시","계","일하였음","65~69세","","4278",
"당진시","계","일하였음","70~74세","","3545",
"당진시","계","일하였음","75~79세","","2579",
"당진시","계","일하였음","80~84세","","1095",
"당진시","계","일하였음","85세 이상","","269",
"당진시","계","일하지않았음","60세 이상-계","","16699",
"당진시","계","일하지않았음","60~64세","","2743",
"당진시","계","일하지않았음","65~69세","","2903",
"당진시","계","일하지않았음","70~74세","","2826",
"당진시","계","일하지않았음","75~79세","","3336",
"당진시","계","일하지않았음","80~84세","","2748",
"당진시","계","일하지않았음","85세 이상","","2143",
"당진시","남자","계","60세 이상-계","","15255",
"당진시","남자","계","60~64세","","4253",
"당진시","남자","계","65~69세","","3531",
"당진시","남자","계","70~74세","","2940",
"당진시","남자","계","75~79세","","2438",
"당진시","남자","계","80~84세","","1395",
"당진시","남자","계","85세 이상","","698",
"당진시","남자","일하였음","60세 이상-계","","9754",
"당진시","남자","일하였음","60~64세","","3400",
"당진시","남자","일하였음","65~69세","","2460",
"당진시","남자","일하였음","70~74세","","1869",
"당진시","남자","일하였음","75~79세","","1349",
"당진시","남자","일하였음","80~84세","","554",
"당진시","남자","일하였음","85세 이상","","122",
"당진시","남자","일하지않았음","60세 이상-계","","5501",
"당진시","남자","일하지않았음","60~64세","","853",
"당진시","남자","일하지않았음","65~69세","","1071",
"당진시","남자","일하지않았음","70~74세","","1071",
"당진시","남자","일하지않았음","75~79세","","1089",
"당진시","남자","일하지않았음","80~84세","","841",
"당진시","남자","일하지않았음","85세 이상","","576",
"당진시","여자","계","60세 이상-계","","19039",
"당진시","여자","계","60~64세","","4319",
"당진시","여자","계","65~69세","","3650",
"당진시","여자","계","70~74세","","3431",
"당진시","여자","계","75~79세","","3477",
"당진시","여자","계","80~84세","","2448",
"당진시","여자","계","85세 이상","","1714",
"당진시","여자","일하였음","60세 이상-계","","7841",
"당진시","여자","일하였음","60~64세","","2429",
"당진시","여자","일하였음","65~69세","","1818",
"당진시","여자","일하였음","70~74세","","1676",
"당진시","여자","일하였음","75~79세","","1230",
"당진시","여자","일하였음","80~84세","","541",
"당진시","여자","일하였음","85세 이상","","147",
"당진시","여자","일하지않았음","60세 이상-계","","11198",
"당진시","여자","일하지않았음","60~64세","","1890",
"당진시","여자","일하지않았음","65~69세","","1832",
"당진시","여자","일하지않았음","70~74세","","1755",
"당진시","여자","일하지않았음","75~79세","","2247",
"당진시","여자","일하지않았음","80~84세","","1907",
"당진시","여자","일하지않았음","85세 이상","","1567",
"금산군","계","계","60세 이상-계","","17899",
"금산군","계","계","60~64세","","4158",
"금산군","계","계","65~69세","","3504",
"금산군","계","계","70~74세","","3443",
"금산군","계","계","75~79세","","3287",
"금산군","계","계","80~84세","","2270",
"금산군","계","계","85세 이상","","1237",
"금산군","계","일하였음","60세 이상-계","","8231",
"금산군","계","일하였음","60~64세","","2940",
"금산군","계","일하였음","65~69세","","2078",
"금산군","계","일하였음","70~74세","","1591",
"금산군","계","일하였음","75~79세","","1038",
"금산군","계","일하였음","80~84세","","493",
"금산군","계","일하였음","85세 이상","","91",
"금산군","계","일하지않았음","60세 이상-계","","9668",
"금산군","계","일하지않았음","60~64세","","1218",
"금산군","계","일하지않았음","65~69세","","1426",
"금산군","계","일하지않았음","70~74세","","1852",
"금산군","계","일하지않았음","75~79세","","2249",
"금산군","계","일하지않았음","80~84세","","1777",
"금산군","계","일하지않았음","85세 이상","","1146",
"금산군","남자","계","60세 이상-계","","7508",
"금산군","남자","계","60~64세","","2036",
"금산군","남자","계","65~69세","","1675",
"금산군","남자","계","70~74세","","1452",
"금산군","남자","계","75~79세","","1204",
"금산군","남자","계","80~84세","","820",
"금산군","남자","계","85세 이상","","321",
"금산군","남자","일하였음","60세 이상-계","","4428",
"금산군","남자","일하였음","60~64세","","1576",
"금산군","남자","일하였음","65~69세","","1188",
"금산군","남자","일하였음","70~74세","","807",
"금산군","남자","일하였음","75~79세","","557",
"금산군","남자","일하였음","80~84세","","260",
"금산군","남자","일하였음","85세 이상","","40",
"금산군","남자","일하지않았음","60세 이상-계","","3080",
"금산군","남자","일하지않았음","60~64세","","460",
"금산군","남자","일하지않았음","65~69세","","487",
"금산군","남자","일하지않았음","70~74세","","645",
"금산군","남자","일하지않았음","75~79세","","647",
"금산군","남자","일하지않았음","80~84세","","560",
"금산군","남자","일하지않았음","85세 이상","","281",
"금산군","여자","계","60세 이상-계","","10391",
"금산군","여자","계","60~64세","","2122",
"금산군","여자","계","65~69세","","1829",
"금산군","여자","계","70~74세","","1991",
"금산군","여자","계","75~79세","","2083",
"금산군","여자","계","80~84세","","1450",
"금산군","여자","계","85세 이상","","916",
"금산군","여자","일하였음","60세 이상-계","","3803",
"금산군","여자","일하였음","60~64세","","1364",
"금산군","여자","일하였음","65~69세","","890",
"금산군","여자","일하였음","70~74세","","784",
"금산군","여자","일하였음","75~79세","","481",
"금산군","여자","일하였음","80~84세","","233",
"금산군","여자","일하였음","85세 이상","","51",
"금산군","여자","일하지않았음","60세 이상-계","","6588",
"금산군","여자","일하지않았음","60~64세","","758",
"금산군","여자","일하지않았음","65~69세","","939",
"금산군","여자","일하지않았음","70~74세","","1207",
"금산군","여자","일하지않았음","75~79세","","1602",
"금산군","여자","일하지않았음","80~84세","","1217",
"금산군","여자","일하지않았음","85세 이상","","865",
"부여군","계","계","60세 이상-계","","25252",
"부여군","계","계","60~64세","","5511",
"부여군","계","계","65~69세","","4851",
"부여군","계","계","70~74세","","4856",
"부여군","계","계","75~79세","","4564",
"부여군","계","계","80~84세","","3308",
"부여군","계","계","85세 이상","","2162",
"부여군","계","일하였음","60세 이상-계","","11788",
"부여군","계","일하였음","60~64세","","3832",
"부여군","계","일하였음","65~69세","","3051",
"부여군","계","일하였음","70~74세","","2486",
"부여군","계","일하였음","75~79세","","1652",
"부여군","계","일하였음","80~84세","","652",
"부여군","계","일하였음","85세 이상","","115",
"부여군","계","일하지않았음","60세 이상-계","","13464",
"부여군","계","일하지않았음","60~64세","","1679",
"부여군","계","일하지않았음","65~69세","","1800",
"부여군","계","일하지않았음","70~74세","","2370",
"부여군","계","일하지않았음","75~79세","","2912",
"부여군","계","일하지않았음","80~84세","","2656",
"부여군","계","일하지않았음","85세 이상","","2047",
"부여군","남자","계","60세 이상-계","","10929",
"부여군","남자","계","60~64세","","2673",
"부여군","남자","계","65~69세","","2410",
"부여군","남자","계","70~74세","","2221",
"부여군","남자","계","75~79세","","1830",
"부여군","남자","계","80~84세","","1206",
"부여군","남자","계","85세 이상","","589",
"부여군","남자","일하였음","60세 이상-계","","6505",
"부여군","남자","일하였음","60~64세","","2031",
"부여군","남자","일하였음","65~69세","","1715",
"부여군","남자","일하였음","70~74세","","1400",
"부여군","남자","일하였음","75~79세","","925",
"부여군","남자","일하였음","80~84세","","363",
"부여군","남자","일하였음","85세 이상","","71",
"부여군","남자","일하지않았음","60세 이상-계","","4424",
"부여군","남자","일하지않았음","60~64세","","642",
"부여군","남자","일하지않았음","65~69세","","695",
"부여군","남자","일하지않았음","70~74세","","821",
"부여군","남자","일하지않았음","75~79세","","905",
"부여군","남자","일하지않았음","80~84세","","843",
"부여군","남자","일하지않았음","85세 이상","","518",
"부여군","여자","계","60세 이상-계","","14323",
"부여군","여자","계","60~64세","","2838",
"부여군","여자","계","65~69세","","2441",
"부여군","여자","계","70~74세","","2635",
"부여군","여자","계","75~79세","","2734",
"부여군","여자","계","80~84세","","2102",
"부여군","여자","계","85세 이상","","1573",
"부여군","여자","일하였음","60세 이상-계","","5283",
"부여군","여자","일하였음","60~64세","","1801",
"부여군","여자","일하였음","65~69세","","1336",
"부여군","여자","일하였음","70~74세","","1086",
"부여군","여자","일하였음","75~79세","","727",
"부여군","여자","일하였음","80~84세","","289",
"부여군","여자","일하였음","85세 이상","","44",
"부여군","여자","일하지않았음","60세 이상-계","","9040",
"부여군","여자","일하지않았음","60~64세","","1037",
"부여군","여자","일하지않았음","65~69세","","1105",
"부여군","여자","일하지않았음","70~74세","","1549",
"부여군","여자","일하지않았음","75~79세","","2007",
"부여군","여자","일하지않았음","80~84세","","1813",
"부여군","여자","일하지않았음","85세 이상","","1529",
"서천군","계","계","60세 이상-계","","21421",
"서천군","계","계","60~64세","","4655",
"서천군","계","계","65~69세","","4175",
"서천군","계","계","70~74세","","4039",
"서천군","계","계","75~79세","","3936",
"서천군","계","계","80~84세","","2749",
"서천군","계","계","85세 이상","","1867",
"서천군","계","일하였음","60세 이상-계","","10329",
"서천군","계","일하였음","60~64세","","3344",
"서천군","계","일하였음","65~69세","","2491",
"서천군","계","일하였음","70~74세","","2027",
"서천군","계","일하였음","75~79세","","1549",
"서천군","계","일하였음","80~84세","","755",
"서천군","계","일하였음","85세 이상","","163",
"서천군","계","일하지않았음","60세 이상-계","","11092",
"서천군","계","일하지않았음","60~64세","","1311",
"서천군","계","일하지않았음","65~69세","","1684",
"서천군","계","일하지않았음","70~74세","","2012",
"서천군","계","일하지않았음","75~79세","","2387",
"서천군","계","일하지않았음","80~84세","","1994",
"서천군","계","일하지않았음","85세 이상","","1704",
"서천군","남자","계","60세 이상-계","","8994",
"서천군","남자","계","60~64세","","2251",
"서천군","남자","계","65~69세","","1914",
"서천군","남자","계","70~74세","","1785",
"서천군","남자","계","75~79세","","1547",
"서천군","남자","계","80~84세","","1014",
"서천군","남자","계","85세 이상","","483",
"서천군","남자","일하였음","60세 이상-계","","5418",
"서천군","남자","일하였음","60~64세","","1802",
"서천군","남자","일하였음","65~69세","","1287",
"서천군","남자","일하였음","70~74세","","1071",
"서천군","남자","일하였음","75~79세","","740",
"서천군","남자","일하였음","80~84세","","418",
"서천군","남자","일하였음","85세 이상","","100",
"서천군","남자","일하지않았음","60세 이상-계","","3576",
"서천군","남자","일하지않았음","60~64세","","449",
"서천군","남자","일하지않았음","65~69세","","627",
"서천군","남자","일하지않았음","70~74세","","714",
"서천군","남자","일하지않았음","75~79세","","807",
"서천군","남자","일하지않았음","80~84세","","596",
"서천군","남자","일하지않았음","85세 이상","","383",
"서천군","여자","계","60세 이상-계","","12427",
"서천군","여자","계","60~64세","","2404",
"서천군","여자","계","65~69세","","2261",
"서천군","여자","계","70~74세","","2254",
"서천군","여자","계","75~79세","","2389",
"서천군","여자","계","80~84세","","1735",
"서천군","여자","계","85세 이상","","1384",
"서천군","여자","일하였음","60세 이상-계","","4911",
"서천군","여자","일하였음","60~64세","","1542",
"서천군","여자","일하였음","65~69세","","1204",
"서천군","여자","일하였음","70~74세","","956",
"서천군","여자","일하였음","75~79세","","809",
"서천군","여자","일하였음","80~84세","","337",
"서천군","여자","일하였음","85세 이상","","63",
"서천군","여자","일하지않았음","60세 이상-계","","7516",
"서천군","여자","일하지않았음","60~64세","","862",
"서천군","여자","일하지않았음","65~69세","","1057",
"서천군","여자","일하지않았음","70~74세","","1298",
"서천군","여자","일하지않았음","75~79세","","1580",
"서천군","여자","일하지않았음","80~84세","","1398",
"서천군","여자","일하지않았음","85세 이상","","1321",
"청양군","계","계","60세 이상-계","","12310",
"청양군","계","계","60~64세","","2562",
"청양군","계","계","65~69세","","2192",
"청양군","계","계","70~74세","","2454",
"청양군","계","계","75~79세","","2434",
"청양군","계","계","80~84세","","1681",
