"행정구역별","성별","경제활동상태별","항목","단위","2015 년",
"면부","남자","일하였음","청각장애","","890",
"면부","남자","일하였음","언어장애","","248",
"면부","남자","일하였음","치매","","54",
"면부","남자","일하였음","뇌졸중(중풍)","","288",
"면부","남자","일하였음","걷기, 계단 오르기, 들고 운반하기","","3454",
"면부","남자","일하였음","지적·자폐성 장애","","277",
"면부","남자","일하였음","정신적 질환 등 정신적제약","","311",
"면부","남자","일하지 않았음","15세 이상 인구-계","","48276",
"면부","남자","일하지 않았음","제약없음-계","","37230",
"면부","남자","일하지 않았음","제약있음-계","","11046",
"면부","남자","일하지 않았음","시각장애","","749",
"면부","남자","일하지 않았음","청각장애","","1493",
"면부","남자","일하지 않았음","언어장애","","948",
"면부","남자","일하지 않았음","치매","","1010",
"면부","남자","일하지 않았음","뇌졸중(중풍)","","1592",
"면부","남자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","6909",
"면부","남자","일하지 않았음","지적·자폐성 장애","","1167",
"면부","남자","일하지 않았음","정신적 질환 등 정신적제약","","1552",
"면부","여자","계","15세 이상 인구-계","","145165",
"면부","여자","계","제약없음-계","","121260",
"면부","여자","계","제약있음-계","","23905",
"면부","여자","계","시각장애","","1270",
"면부","여자","계","청각장애","","3047",
"면부","여자","계","언어장애","","1147",
"면부","여자","계","치매","","2778",
"면부","여자","계","뇌졸중(중풍)","","1803",
"면부","여자","계","걷기, 계단 오르기, 들고 운반하기","","18700",
"면부","여자","계","지적·자폐성 장애","","1158",
"면부","여자","계","정신적 질환 등 정신적제약","","1901",
"면부","여자","일하였음","15세 이상 인구-계","","72709",
"면부","여자","일하였음","제약없음-계","","67682",
"면부","여자","일하였음","제약있음-계","","5027",
"면부","여자","일하였음","시각장애","","260",
"면부","여자","일하였음","청각장애","","558",
"면부","여자","일하였음","언어장애","","113",
"면부","여자","일하였음","치매","","54",
"면부","여자","일하였음","뇌졸중(중풍)","","113",
"면부","여자","일하였음","걷기, 계단 오르기, 들고 운반하기","","4063",
"면부","여자","일하였음","지적·자폐성 장애","","188",
"면부","여자","일하였음","정신적 질환 등 정신적제약","","237",
"면부","여자","일하지 않았음","15세 이상 인구-계","","72456",
"면부","여자","일하지 않았음","제약없음-계","","53578",
"면부","여자","일하지 않았음","제약있음-계","","18878",
"면부","여자","일하지 않았음","시각장애","","1010",
"면부","여자","일하지 않았음","청각장애","","2489",
"면부","여자","일하지 않았음","언어장애","","1034",
"면부","여자","일하지 않았음","치매","","2724",
"면부","여자","일하지 않았음","뇌졸중(중풍)","","1690",
"면부","여자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","14637",
"면부","여자","일하지 않았음","지적·자폐성 장애","","970",
"면부","여자","일하지 않았음","정신적 질환 등 정신적제약","","1664",
"춘천시","계","계","15세 이상 인구-계","","238093",
"춘천시","계","계","제약없음-계","","215392",
"춘천시","계","계","제약있음-계","","22701",
"춘천시","계","계","시각장애","","1550",
"춘천시","계","계","청각장애","","2924",
"춘천시","계","계","언어장애","","1145",
"춘천시","계","계","치매","","1539",
"춘천시","계","계","뇌졸중(중풍)","","2359",
"춘천시","계","계","걷기, 계단 오르기, 들고 운반하기","","16363",
"춘천시","계","계","지적·자폐성 장애","","1122",
"춘천시","계","계","정신적 질환 등 정신적제약","","2290",
"춘천시","계","일하였음","15세 이상 인구-계","","123172",
"춘천시","계","일하였음","제약없음-계","","119081",
"춘천시","계","일하였음","제약있음-계","","4091",
"춘천시","계","일하였음","시각장애","","314",
"춘천시","계","일하였음","청각장애","","539",
"춘천시","계","일하였음","언어장애","","110",
"춘천시","계","일하였음","치매","","39",
"춘천시","계","일하였음","뇌졸중(중풍)","","191",
"춘천시","계","일하였음","걷기, 계단 오르기, 들고 운반하기","","2897",
"춘천시","계","일하였음","지적·자폐성 장애","","164",
"춘천시","계","일하였음","정신적 질환 등 정신적제약","","324",
"춘천시","계","일하지 않았음","15세 이상 인구-계","","114921",
"춘천시","계","일하지 않았음","제약없음-계","","96311",
"춘천시","계","일하지 않았음","제약있음-계","","18610",
"춘천시","계","일하지 않았음","시각장애","","1236",
"춘천시","계","일하지 않았음","청각장애","","2385",
"춘천시","계","일하지 않았음","언어장애","","1035",
"춘천시","계","일하지 않았음","치매","","1500",
"춘천시","계","일하지 않았음","뇌졸중(중풍)","","2168",
"춘천시","계","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","13466",
"춘천시","계","일하지 않았음","지적·자폐성 장애","","958",
"춘천시","계","일하지 않았음","정신적 질환 등 정신적제약","","1966",
"춘천시","남자","계","15세 이상 인구-계","","114255",
"춘천시","남자","계","제약없음-계","","104855",
"춘천시","남자","계","제약있음-계","","9400",
"춘천시","남자","계","시각장애","","811",
"춘천시","남자","계","청각장애","","1385",
"춘천시","남자","계","언어장애","","656",
"춘천시","남자","계","치매","","494",
"춘천시","남자","계","뇌졸중(중풍)","","1348",
"춘천시","남자","계","걷기, 계단 오르기, 들고 운반하기","","5950",
"춘천시","남자","계","지적·자폐성 장애","","677",
"춘천시","남자","계","정신적 질환 등 정신적제약","","1081",
"춘천시","남자","일하였음","15세 이상 인구-계","","68546",
"춘천시","남자","일하였음","제약없음-계","","66378",
"춘천시","남자","일하였음","제약있음-계","","2168",
"춘천시","남자","일하였음","시각장애","","206",
"춘천시","남자","일하였음","청각장애","","364",
"춘천시","남자","일하였음","언어장애","","85",
"춘천시","남자","일하였음","치매","","21",
"춘천시","남자","일하였음","뇌졸중(중풍)","","116",
"춘천시","남자","일하였음","걷기, 계단 오르기, 들고 운반하기","","1340",
"춘천시","남자","일하였음","지적·자폐성 장애","","136",
"춘천시","남자","일하였음","정신적 질환 등 정신적제약","","177",
"춘천시","남자","일하지 않았음","15세 이상 인구-계","","45709",
"춘천시","남자","일하지 않았음","제약없음-계","","38477",
"춘천시","남자","일하지 않았음","제약있음-계","","7232",
"춘천시","남자","일하지 않았음","시각장애","","605",
"춘천시","남자","일하지 않았음","청각장애","","1021",
"춘천시","남자","일하지 않았음","언어장애","","571",
"춘천시","남자","일하지 않았음","치매","","473",
"춘천시","남자","일하지 않았음","뇌졸중(중풍)","","1232",
"춘천시","남자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","4610",
"춘천시","남자","일하지 않았음","지적·자폐성 장애","","541",
"춘천시","남자","일하지 않았음","정신적 질환 등 정신적제약","","904",
"춘천시","여자","계","15세 이상 인구-계","","123838",
"춘천시","여자","계","제약없음-계","","110537",
"춘천시","여자","계","제약있음-계","","13301",
"춘천시","여자","계","시각장애","","739",
"춘천시","여자","계","청각장애","","1539",
"춘천시","여자","계","언어장애","","489",
"춘천시","여자","계","치매","","1045",
"춘천시","여자","계","뇌졸중(중풍)","","1011",
"춘천시","여자","계","걷기, 계단 오르기, 들고 운반하기","","10413",
"춘천시","여자","계","지적·자폐성 장애","","445",
"춘천시","여자","계","정신적 질환 등 정신적제약","","1209",
"춘천시","여자","일하였음","15세 이상 인구-계","","54626",
"춘천시","여자","일하였음","제약없음-계","","52703",
"춘천시","여자","일하였음","제약있음-계","","1923",
"춘천시","여자","일하였음","시각장애","","108",
"춘천시","여자","일하였음","청각장애","","175",
"춘천시","여자","일하였음","언어장애","","25",
"춘천시","여자","일하였음","치매","","18",
"춘천시","여자","일하였음","뇌졸중(중풍)","","75",
"춘천시","여자","일하였음","걷기, 계단 오르기, 들고 운반하기","","1557",
"춘천시","여자","일하였음","지적·자폐성 장애","","28",
"춘천시","여자","일하였음","정신적 질환 등 정신적제약","","147",
"춘천시","여자","일하지 않았음","15세 이상 인구-계","","69212",
"춘천시","여자","일하지 않았음","제약없음-계","","57834",
"춘천시","여자","일하지 않았음","제약있음-계","","11378",
"춘천시","여자","일하지 않았음","시각장애","","631",
"춘천시","여자","일하지 않았음","청각장애","","1364",
"춘천시","여자","일하지 않았음","언어장애","","464",
"춘천시","여자","일하지 않았음","치매","","1027",
"춘천시","여자","일하지 않았음","뇌졸중(중풍)","","936",
"춘천시","여자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","8856",
"춘천시","여자","일하지 않았음","지적·자폐성 장애","","417",
"춘천시","여자","일하지 않았음","정신적 질환 등 정신적제약","","1062",
"원주시","계","계","15세 이상 인구-계","","276044",
"원주시","계","계","제약없음-계","","251660",
"원주시","계","계","제약있음-계","","24384",
"원주시","계","계","시각장애","","1808",
"원주시","계","계","청각장애","","2819",
"원주시","계","계","언어장애","","1235",
"원주시","계","계","치매","","1955",
"원주시","계","계","뇌졸중(중풍)","","2146",
"원주시","계","계","걷기, 계단 오르기, 들고 운반하기","","17814",
"원주시","계","계","지적·자폐성 장애","","1203",
"원주시","계","계","정신적 질환 등 정신적제약","","2244",
"원주시","계","일하였음","15세 이상 인구-계","","151630",
"원주시","계","일하였음","제약없음-계","","146936",
"원주시","계","일하였음","제약있음-계","","4694",
"원주시","계","일하였음","시각장애","","437",
"원주시","계","일하였음","청각장애","","615",
"원주시","계","일하였음","언어장애","","139",
"원주시","계","일하였음","치매","","18",
"원주시","계","일하였음","뇌졸중(중풍)","","181",
"원주시","계","일하였음","걷기, 계단 오르기, 들고 운반하기","","3167",
"원주시","계","일하였음","지적·자폐성 장애","","233",
"원주시","계","일하였음","정신적 질환 등 정신적제약","","290",
"원주시","계","일하지 않았음","15세 이상 인구-계","","124414",
"원주시","계","일하지 않았음","제약없음-계","","104724",
"원주시","계","일하지 않았음","제약있음-계","","19690",
"원주시","계","일하지 않았음","시각장애","","1371",
"원주시","계","일하지 않았음","청각장애","","2204",
"원주시","계","일하지 않았음","언어장애","","1096",
"원주시","계","일하지 않았음","치매","","1937",
"원주시","계","일하지 않았음","뇌졸중(중풍)","","1965",
"원주시","계","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","14647",
"원주시","계","일하지 않았음","지적·자폐성 장애","","970",
"원주시","계","일하지 않았음","정신적 질환 등 정신적제약","","1954",
"원주시","남자","계","15세 이상 인구-계","","135122",
"원주시","남자","계","제약없음-계","","125112",
"원주시","남자","계","제약있음-계","","10010",
"원주시","남자","계","시각장애","","867",
"원주시","남자","계","청각장애","","1339",
"원주시","남자","계","언어장애","","705",
"원주시","남자","계","치매","","545",
"원주시","남자","계","뇌졸중(중풍)","","1129",
"원주시","남자","계","걷기, 계단 오르기, 들고 운반하기","","6446",
"원주시","남자","계","지적·자폐성 장애","","748",
"원주시","남자","계","정신적 질환 등 정신적제약","","970",
"원주시","남자","일하였음","15세 이상 인구-계","","88090",
"원주시","남자","일하였음","제약없음-계","","85359",
"원주시","남자","일하였음","제약있음-계","","2731",
"원주시","남자","일하였음","시각장애","","272",
"원주시","남자","일하였음","청각장애","","439",
"원주시","남자","일하였음","언어장애","","104",
"원주시","남자","일하였음","치매","","9",
"원주시","남자","일하였음","뇌졸중(중풍)","","126",
"원주시","남자","일하였음","걷기, 계단 오르기, 들고 운반하기","","1706",
"원주시","남자","일하였음","지적·자폐성 장애","","163",
"원주시","남자","일하였음","정신적 질환 등 정신적제약","","152",
"원주시","남자","일하지 않았음","15세 이상 인구-계","","47032",
"원주시","남자","일하지 않았음","제약없음-계","","39753",
"원주시","남자","일하지 않았음","제약있음-계","","7279",
"원주시","남자","일하지 않았음","시각장애","","595",
"원주시","남자","일하지 않았음","청각장애","","900",
"원주시","남자","일하지 않았음","언어장애","","601",
"원주시","남자","일하지 않았음","치매","","536",
"원주시","남자","일하지 않았음","뇌졸중(중풍)","","1003",
"원주시","남자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","4740",
"원주시","남자","일하지 않았음","지적·자폐성 장애","","585",
"원주시","남자","일하지 않았음","정신적 질환 등 정신적제약","","818",
"원주시","여자","계","15세 이상 인구-계","","140922",
"원주시","여자","계","제약없음-계","","126548",
"원주시","여자","계","제약있음-계","","14374",
"원주시","여자","계","시각장애","","941",
"원주시","여자","계","청각장애","","1480",
"원주시","여자","계","언어장애","","530",
"원주시","여자","계","치매","","1410",
"원주시","여자","계","뇌졸중(중풍)","","1017",
"원주시","여자","계","걷기, 계단 오르기, 들고 운반하기","","11368",
"원주시","여자","계","지적·자폐성 장애","","455",
"원주시","여자","계","정신적 질환 등 정신적제약","","1274",
"원주시","여자","일하였음","15세 이상 인구-계","","63540",
"원주시","여자","일하였음","제약없음-계","","61577",
"원주시","여자","일하였음","제약있음-계","","1963",
"원주시","여자","일하였음","시각장애","","165",
"원주시","여자","일하였음","청각장애","","176",
"원주시","여자","일하였음","언어장애","","35",
"원주시","여자","일하였음","치매","","9",
"원주시","여자","일하였음","뇌졸중(중풍)","","55",
"원주시","여자","일하였음","걷기, 계단 오르기, 들고 운반하기","","1461",
"원주시","여자","일하였음","지적·자폐성 장애","","70",
"원주시","여자","일하였음","정신적 질환 등 정신적제약","","138",
"원주시","여자","일하지 않았음","15세 이상 인구-계","","77382",
"원주시","여자","일하지 않았음","제약없음-계","","64971",
"원주시","여자","일하지 않았음","제약있음-계","","12411",
"원주시","여자","일하지 않았음","시각장애","","776",
"원주시","여자","일하지 않았음","청각장애","","1304",
"원주시","여자","일하지 않았음","언어장애","","495",
"원주시","여자","일하지 않았음","치매","","1401",
"원주시","여자","일하지 않았음","뇌졸중(중풍)","","962",
"원주시","여자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","9907",
"원주시","여자","일하지 않았음","지적·자폐성 장애","","385",
"원주시","여자","일하지 않았음","정신적 질환 등 정신적제약","","1136",
"강릉시","계","계","15세 이상 인구-계","","186016",
"강릉시","계","계","제약없음-계","","165765",
"강릉시","계","계","제약있음-계","","20251",
"강릉시","계","계","시각장애","","1461",
"강릉시","계","계","청각장애","","2674",
"강릉시","계","계","언어장애","","994",
"강릉시","계","계","치매","","1550",
"강릉시","계","계","뇌졸중(중풍)","","1703",
"강릉시","계","계","걷기, 계단 오르기, 들고 운반하기","","15231",
"강릉시","계","계","지적·자폐성 장애","","889",
"강릉시","계","계","정신적 질환 등 정신적제약","","1652",
"강릉시","계","일하였음","15세 이상 인구-계","","96697",
"강릉시","계","일하였음","제약없음-계","","93189",
"강릉시","계","일하였음","제약있음-계","","3508",
"강릉시","계","일하였음","시각장애","","362",
"강릉시","계","일하였음","청각장애","","434",
"강릉시","계","일하였음","언어장애","","130",
"강릉시","계","일하였음","치매","","14",
"강릉시","계","일하였음","뇌졸중(중풍)","","136",
"강릉시","계","일하였음","걷기, 계단 오르기, 들고 운반하기","","2491",
"강릉시","계","일하였음","지적·자폐성 장애","","157",
"강릉시","계","일하였음","정신적 질환 등 정신적제약","","151",
"강릉시","계","일하지 않았음","15세 이상 인구-계","","89319",
"강릉시","계","일하지 않았음","제약없음-계","","72576",
"강릉시","계","일하지 않았음","제약있음-계","","16743",
"강릉시","계","일하지 않았음","시각장애","","1099",
"강릉시","계","일하지 않았음","청각장애","","2240",
"강릉시","계","일하지 않았음","언어장애","","864",
"강릉시","계","일하지 않았음","치매","","1536",
"강릉시","계","일하지 않았음","뇌졸중(중풍)","","1567",
"강릉시","계","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","12740",
"강릉시","계","일하지 않았음","지적·자폐성 장애","","732",
"강릉시","계","일하지 않았음","정신적 질환 등 정신적제약","","1501",
"강릉시","남자","계","15세 이상 인구-계","","91783",
"강릉시","남자","계","제약없음-계","","83469",
"강릉시","남자","계","제약있음-계","","8314",
"강릉시","남자","계","시각장애","","752",
"강릉시","남자","계","청각장애","","1162",
"강릉시","남자","계","언어장애","","497",
"강릉시","남자","계","치매","","442",
"강릉시","남자","계","뇌졸중(중풍)","","974",
"강릉시","남자","계","걷기, 계단 오르기, 들고 운반하기","","5496",
"강릉시","남자","계","지적·자폐성 장애","","531",
"강릉시","남자","계","정신적 질환 등 정신적제약","","801",
"강릉시","남자","일하였음","15세 이상 인구-계","","55168",
"강릉시","남자","일하였음","제약없음-계","","53179",
"강릉시","남자","일하였음","제약있음-계","","1989",
"강릉시","남자","일하였음","시각장애","","259",
"강릉시","남자","일하였음","청각장애","","318",
"강릉시","남자","일하였음","언어장애","","65",
"강릉시","남자","일하였음","치매","","12",
"강릉시","남자","일하였음","뇌졸중(중풍)","","115",
"강릉시","남자","일하였음","걷기, 계단 오르기, 들고 운반하기","","1214",
"강릉시","남자","일하였음","지적·자폐성 장애","","118",
"강릉시","남자","일하였음","정신적 질환 등 정신적제약","","103",
"강릉시","남자","일하지 않았음","15세 이상 인구-계","","36615",
"강릉시","남자","일하지 않았음","제약없음-계","","30290",
"강릉시","남자","일하지 않았음","제약있음-계","","6325",
"강릉시","남자","일하지 않았음","시각장애","","493",
"강릉시","남자","일하지 않았음","청각장애","","844",
"강릉시","남자","일하지 않았음","언어장애","","432",
"강릉시","남자","일하지 않았음","치매","","430",
"강릉시","남자","일하지 않았음","뇌졸중(중풍)","","859",
"강릉시","남자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","4282",
"강릉시","남자","일하지 않았음","지적·자폐성 장애","","413",
"강릉시","남자","일하지 않았음","정신적 질환 등 정신적제약","","698",
"강릉시","여자","계","15세 이상 인구-계","","94233",
"강릉시","여자","계","제약없음-계","","82296",
"강릉시","여자","계","제약있음-계","","11937",
"강릉시","여자","계","시각장애","","709",
"강릉시","여자","계","청각장애","","1512",
"강릉시","여자","계","언어장애","","497",
"강릉시","여자","계","치매","","1108",
"강릉시","여자","계","뇌졸중(중풍)","","729",
"강릉시","여자","계","걷기, 계단 오르기, 들고 운반하기","","9735",
"강릉시","여자","계","지적·자폐성 장애","","358",
"강릉시","여자","계","정신적 질환 등 정신적제약","","851",
"강릉시","여자","일하였음","15세 이상 인구-계","","41529",
"강릉시","여자","일하였음","제약없음-계","","40010",
"강릉시","여자","일하였음","제약있음-계","","1519",
"강릉시","여자","일하였음","시각장애","","103",
"강릉시","여자","일하였음","청각장애","","116",
"강릉시","여자","일하였음","언어장애","","65",
"강릉시","여자","일하였음","치매","","2",
"강릉시","여자","일하였음","뇌졸중(중풍)","","21",
"강릉시","여자","일하였음","걷기, 계단 오르기, 들고 운반하기","","1277",
"강릉시","여자","일하였음","지적·자폐성 장애","","39",
"강릉시","여자","일하였음","정신적 질환 등 정신적제약","","48",
"강릉시","여자","일하지 않았음","15세 이상 인구-계","","52704",
"강릉시","여자","일하지 않았음","제약없음-계","","42286",
"강릉시","여자","일하지 않았음","제약있음-계","","10418",
"강릉시","여자","일하지 않았음","시각장애","","606",
"강릉시","여자","일하지 않았음","청각장애","","1396",
"강릉시","여자","일하지 않았음","언어장애","","432",
"강릉시","여자","일하지 않았음","치매","","1106",
"강릉시","여자","일하지 않았음","뇌졸중(중풍)","","708",
"강릉시","여자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","8458",
"강릉시","여자","일하지 않았음","지적·자폐성 장애","","319",
"강릉시","여자","일하지 않았음","정신적 질환 등 정신적제약","","803",
"동해시","계","계","15세 이상 인구-계","","75099",
"동해시","계","계","제약없음-계","","66924",
"동해시","계","계","제약있음-계","","8175",
"동해시","계","계","시각장애","","614",
"동해시","계","계","청각장애","","1136",
"동해시","계","계","언어장애","","541",
"동해시","계","계","치매","","742",
"동해시","계","계","뇌졸중(중풍)","","910",
"동해시","계","계","걷기, 계단 오르기, 들고 운반하기","","6303",
"동해시","계","계","지적·자폐성 장애","","319",
"동해시","계","계","정신적 질환 등 정신적제약","","666",
"동해시","계","일하였음","15세 이상 인구-계","","38996",
"동해시","계","일하였음","제약없음-계","","37788",
"동해시","계","일하였음","제약있음-계","","1208",
"동해시","계","일하였음","시각장애","","95",
"동해시","계","일하였음","청각장애","","156",
"동해시","계","일하였음","언어장애","","19",
"동해시","계","일하였음","치매","","4",
"동해시","계","일하였음","뇌졸중(중풍)","","41",
"동해시","계","일하였음","걷기, 계단 오르기, 들고 운반하기","","945",
"동해시","계","일하였음","지적·자폐성 장애","","37",
"동해시","계","일하였음","정신적 질환 등 정신적제약","","13",
"동해시","계","일하지 않았음","15세 이상 인구-계","","36103",
"동해시","계","일하지 않았음","제약없음-계","","29136",
"동해시","계","일하지 않았음","제약있음-계","","6967",
"동해시","계","일하지 않았음","시각장애","","519",
"동해시","계","일하지 않았음","청각장애","","980",
"동해시","계","일하지 않았음","언어장애","","522",
"동해시","계","일하지 않았음","치매","","738",
"동해시","계","일하지 않았음","뇌졸중(중풍)","","869",
"동해시","계","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","5358",
"동해시","계","일하지 않았음","지적·자폐성 장애","","282",
"동해시","계","일하지 않았음","정신적 질환 등 정신적제약","","653",
"동해시","남자","계","15세 이상 인구-계","","37072",
"동해시","남자","계","제약없음-계","","33650",
"동해시","남자","계","제약있음-계","","3422",
"동해시","남자","계","시각장애","","282",
"동해시","남자","계","청각장애","","545",
"동해시","남자","계","언어장애","","302",
"동해시","남자","계","치매","","188",
"동해시","남자","계","뇌졸중(중풍)","","547",
"동해시","남자","계","걷기, 계단 오르기, 들고 운반하기","","2351",
"동해시","남자","계","지적·자폐성 장애","","198",
"동해시","남자","계","정신적 질환 등 정신적제약","","358",
"동해시","남자","일하였음","15세 이상 인구-계","","23765",
"동해시","남자","일하였음","제약없음-계","","23114",
"동해시","남자","일하였음","제약있음-계","","651",
"동해시","남자","일하였음","시각장애","","62",
"동해시","남자","일하였음","청각장애","","123",
"동해시","남자","일하였음","언어장애","","13",
"동해시","남자","일하였음","치매","","4",
"동해시","남자","일하였음","뇌졸중(중풍)","","37",
"동해시","남자","일하였음","걷기, 계단 오르기, 들고 운반하기","","457",
"동해시","남자","일하였음","지적·자폐성 장애","","30",
"동해시","남자","일하였음","정신적 질환 등 정신적제약","","10",
"동해시","남자","일하지 않았음","15세 이상 인구-계","","13307",
"동해시","남자","일하지 않았음","제약없음-계","","10536",
"동해시","남자","일하지 않았음","제약있음-계","","2771",
"동해시","남자","일하지 않았음","시각장애","","220",
"동해시","남자","일하지 않았음","청각장애","","422",
"동해시","남자","일하지 않았음","언어장애","","289",
"동해시","남자","일하지 않았음","치매","","184",
"동해시","남자","일하지 않았음","뇌졸중(중풍)","","510",
"동해시","남자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","1894",
"동해시","남자","일하지 않았음","지적·자폐성 장애","","168",
"동해시","남자","일하지 않았음","정신적 질환 등 정신적제약","","348",
"동해시","여자","계","15세 이상 인구-계","","38027",
"동해시","여자","계","제약없음-계","","33274",
"동해시","여자","계","제약있음-계","","4753",
"동해시","여자","계","시각장애","","332",
"동해시","여자","계","청각장애","","591",
"동해시","여자","계","언어장애","","239",
"동해시","여자","계","치매","","554",
"동해시","여자","계","뇌졸중(중풍)","","363",
"동해시","여자","계","걷기, 계단 오르기, 들고 운반하기","","3952",
"동해시","여자","계","지적·자폐성 장애","","121",
"동해시","여자","계","정신적 질환 등 정신적제약","","308",
"동해시","여자","일하였음","15세 이상 인구-계","","15231",
"동해시","여자","일하였음","제약없음-계","","14674",
"동해시","여자","일하였음","제약있음-계","","557",
"동해시","여자","일하였음","시각장애","","33",
"동해시","여자","일하였음","청각장애","","33",
"동해시","여자","일하였음","언어장애","","6",
"동해시","여자","일하였음","치매","","",
"동해시","여자","일하였음","뇌졸중(중풍)","","4",
"동해시","여자","일하였음","걷기, 계단 오르기, 들고 운반하기","","488",
"동해시","여자","일하였음","지적·자폐성 장애","","7",
"동해시","여자","일하였음","정신적 질환 등 정신적제약","","3",
"동해시","여자","일하지 않았음","15세 이상 인구-계","","22796",
"동해시","여자","일하지 않았음","제약없음-계","","18600",
"동해시","여자","일하지 않았음","제약있음-계","","4196",
"동해시","여자","일하지 않았음","시각장애","","299",
"동해시","여자","일하지 않았음","청각장애","","558",
"동해시","여자","일하지 않았음","언어장애","","233",
"동해시","여자","일하지 않았음","치매","","554",
"동해시","여자","일하지 않았음","뇌졸중(중풍)","","359",
"동해시","여자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","3464",
"동해시","여자","일하지 않았음","지적·자폐성 장애","","114",
"동해시","여자","일하지 않았음","정신적 질환 등 정신적제약","","305",
"태백시","계","계","15세 이상 인구-계","","39889",
"태백시","계","계","제약없음-계","","34384",
"태백시","계","계","제약있음-계","","5505",
"태백시","계","계","시각장애","","269",
"태백시","계","계","청각장애","","664",
"태백시","계","계","언어장애","","220",
"태백시","계","계","치매","","334",
"태백시","계","계","뇌졸중(중풍)","","487",
"태백시","계","계","걷기, 계단 오르기, 들고 운반하기","","4146",
"태백시","계","계","지적·자폐성 장애","","269",
"태백시","계","계","정신적 질환 등 정신적제약","","473",
"태백시","계","일하였음","15세 이상 인구-계","","20380",
"태백시","계","일하였음","제약없음-계","","19595",
"태백시","계","일하였음","제약있음-계","","785",
"태백시","계","일하였음","시각장애","","65",
"태백시","계","일하였음","청각장애","","117",
"태백시","계","일하였음","언어장애","","31",
"태백시","계","일하였음","치매","","4",
"태백시","계","일하였음","뇌졸중(중풍)","","31",
"태백시","계","일하였음","걷기, 계단 오르기, 들고 운반하기","","553",
"태백시","계","일하였음","지적·자폐성 장애","","22",
"태백시","계","일하였음","정신적 질환 등 정신적제약","","49",
"태백시","계","일하지 않았음","15세 이상 인구-계","","19509",
"태백시","계","일하지 않았음","제약없음-계","","14789",
"태백시","계","일하지 않았음","제약있음-계","","4720",
"태백시","계","일하지 않았음","시각장애","","204",
"태백시","계","일하지 않았음","청각장애","","547",
"태백시","계","일하지 않았음","언어장애","","189",
"태백시","계","일하지 않았음","치매","","330",
"태백시","계","일하지 않았음","뇌졸중(중풍)","","456",
"태백시","계","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","3593",
"태백시","계","일하지 않았음","지적·자폐성 장애","","247",
"태백시","계","일하지 않았음","정신적 질환 등 정신적제약","","424",
"태백시","남자","계","15세 이상 인구-계","","20037",
"태백시","남자","계","제약없음-계","","17612",
"태백시","남자","계","제약있음-계","","2425",
"태백시","남자","계","시각장애","","144",
"태백시","남자","계","청각장애","","403",
"태백시","남자","계","언어장애","","124",
"태백시","남자","계","치매","","87",
"태백시","남자","계","뇌졸중(중풍)","","243",
"태백시","남자","계","걷기, 계단 오르기, 들고 운반하기","","1633",
"태백시","남자","계","지적·자폐성 장애","","156",
"태백시","남자","계","정신적 질환 등 정신적제약","","256",
"태백시","남자","일하였음","15세 이상 인구-계","","12262",
"태백시","남자","일하였음","제약없음-계","","11835",
"태백시","남자","일하였음","제약있음-계","","427",
"태백시","남자","일하였음","시각장애","","39",
"태백시","남자","일하였음","청각장애","","99",
"태백시","남자","일하였음","언어장애","","23",
"태백시","남자","일하였음","치매","","",
"태백시","남자","일하였음","뇌졸중(중풍)","","27",
"태백시","남자","일하였음","걷기, 계단 오르기, 들고 운반하기","","247",
"태백시","남자","일하였음","지적·자폐성 장애","","21",
"태백시","남자","일하였음","정신적 질환 등 정신적제약","","22",
"태백시","남자","일하지 않았음","15세 이상 인구-계","","7775",
"태백시","남자","일하지 않았음","제약없음-계","","5777",
"태백시","남자","일하지 않았음","제약있음-계","","1998",
"태백시","남자","일하지 않았음","시각장애","","105",
"태백시","남자","일하지 않았음","청각장애","","304",
"태백시","남자","일하지 않았음","언어장애","","101",
"태백시","남자","일하지 않았음","치매","","87",
"태백시","남자","일하지 않았음","뇌졸중(중풍)","","216",
"태백시","남자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","1386",
"태백시","남자","일하지 않았음","지적·자폐성 장애","","135",
"태백시","남자","일하지 않았음","정신적 질환 등 정신적제약","","234",
"태백시","여자","계","15세 이상 인구-계","","19852",
"태백시","여자","계","제약없음-계","","16772",
"태백시","여자","계","제약있음-계","","3080",
"태백시","여자","계","시각장애","","125",
"태백시","여자","계","청각장애","","261",
"태백시","여자","계","언어장애","","96",
"태백시","여자","계","치매","","247",
"태백시","여자","계","뇌졸중(중풍)","","244",
"태백시","여자","계","걷기, 계단 오르기, 들고 운반하기","","2513",
