"행정구역별(시군구)","성별","교육정도별","항목","단위","2015 년",
"영월군","계","대학교(4년제 이상)","일시 휴직","","48",
"영월군","계","대학교(4년제 이상)","일하지 않았음","","1333",
"영월군","계","대학교(4년제 이상)","미상","","",
"영월군","계","대학원석사과정","15세 이상 인구","","499",
"영월군","계","대학원석사과정","일하였음-계","","406",
"영월군","계","대학원석사과정","주로 일하였음","","390",
"영월군","계","대학원석사과정","틈틈이 일하였음","","10",
"영월군","계","대학원석사과정","일시 휴직","","6",
"영월군","계","대학원석사과정","일하지 않았음","","93",
"영월군","계","대학원석사과정","미상","","",
"영월군","계","대학원박사과정","15세 이상 인구","","91",
"영월군","계","대학원박사과정","일하였음-계","","64",
"영월군","계","대학원박사과정","주로 일하였음","","62",
"영월군","계","대학원박사과정","틈틈이 일하였음","","2",
"영월군","계","대학원박사과정","일시 휴직","","",
"영월군","계","대학원박사과정","일하지 않았음","","27",
"영월군","계","대학원박사과정","미상","","",
"영월군","계","안 받았음(미취학 포함)","15세 이상 인구","","2830",
"영월군","계","안 받았음(미취학 포함)","일하였음-계","","845",
"영월군","계","안 받았음(미취학 포함)","주로 일하였음","","658",
"영월군","계","안 받았음(미취학 포함)","틈틈이 일하였음","","185",
"영월군","계","안 받았음(미취학 포함)","일시 휴직","","2",
"영월군","계","안 받았음(미취학 포함)","일하지 않았음","","1985",
"영월군","계","안 받았음(미취학 포함)","미상","","",
"영월군","남자","계","15세 이상 인구","","16517",
"영월군","남자","계","일하였음-계","","10897",
"영월군","남자","계","주로 일하였음","","10528",
"영월군","남자","계","틈틈이 일하였음","","309",
"영월군","남자","계","일시 휴직","","60",
"영월군","남자","계","일하지 않았음","","5620",
"영월군","남자","계","미상","","",
"영월군","남자","초등학교","15세 이상 인구","","2884",
"영월군","남자","초등학교","일하였음-계","","1774",
"영월군","남자","초등학교","주로 일하였음","","1691",
"영월군","남자","초등학교","틈틈이 일하였음","","75",
"영월군","남자","초등학교","일시 휴직","","8",
"영월군","남자","초등학교","일하지 않았음","","1110",
"영월군","남자","초등학교","미상","","",
"영월군","남자","중학교","15세 이상 인구","","2060",
"영월군","남자","중학교","일하였음-계","","1311",
"영월군","남자","중학교","주로 일하였음","","1292",
"영월군","남자","중학교","틈틈이 일하였음","","19",
"영월군","남자","중학교","일시 휴직","","",
"영월군","남자","중학교","일하지 않았음","","749",
"영월군","남자","중학교","미상","","",
"영월군","남자","고등학교","15세 이상 인구","","5841",
"영월군","남자","고등학교","일하였음-계","","3767",
"영월군","남자","고등학교","주로 일하였음","","3665",
"영월군","남자","고등학교","틈틈이 일하였음","","82",
"영월군","남자","고등학교","일시 휴직","","20",
"영월군","남자","고등학교","일하지 않았음","","2074",
"영월군","남자","고등학교","미상","","",
"영월군","남자","대학(4년제 미만)","15세 이상 인구","","1938",
"영월군","남자","대학(4년제 미만)","일하였음-계","","1390",
"영월군","남자","대학(4년제 미만)","주로 일하였음","","1334",
"영월군","남자","대학(4년제 미만)","틈틈이 일하였음","","53",
"영월군","남자","대학(4년제 미만)","일시 휴직","","3",
"영월군","남자","대학(4년제 미만)","일하지 않았음","","548",
"영월군","남자","대학(4년제 미만)","미상","","",
"영월군","남자","대학교(4년제 이상)","15세 이상 인구","","2905",
"영월군","남자","대학교(4년제 이상)","일하였음-계","","2143",
"영월군","남자","대학교(4년제 이상)","주로 일하였음","","2060",
"영월군","남자","대학교(4년제 이상)","틈틈이 일하였음","","61",
"영월군","남자","대학교(4년제 이상)","일시 휴직","","22",
"영월군","남자","대학교(4년제 이상)","일하지 않았음","","762",
"영월군","남자","대학교(4년제 이상)","미상","","",
"영월군","남자","대학원석사과정","15세 이상 인구","","314",
"영월군","남자","대학원석사과정","일하였음-계","","271",
"영월군","남자","대학원석사과정","주로 일하였음","","258",
"영월군","남자","대학원석사과정","틈틈이 일하였음","","7",
"영월군","남자","대학원석사과정","일시 휴직","","6",
"영월군","남자","대학원석사과정","일하지 않았음","","43",
"영월군","남자","대학원석사과정","미상","","",
"영월군","남자","대학원박사과정","15세 이상 인구","","68",
"영월군","남자","대학원박사과정","일하였음-계","","53",
"영월군","남자","대학원박사과정","주로 일하였음","","51",
"영월군","남자","대학원박사과정","틈틈이 일하였음","","2",
"영월군","남자","대학원박사과정","일시 휴직","","",
"영월군","남자","대학원박사과정","일하지 않았음","","15",
"영월군","남자","대학원박사과정","미상","","",
"영월군","남자","안 받았음(미취학 포함)","15세 이상 인구","","507",
"영월군","남자","안 받았음(미취학 포함)","일하였음-계","","188",
"영월군","남자","안 받았음(미취학 포함)","주로 일하였음","","177",
"영월군","남자","안 받았음(미취학 포함)","틈틈이 일하였음","","10",
"영월군","남자","안 받았음(미취학 포함)","일시 휴직","","1",
"영월군","남자","안 받았음(미취학 포함)","일하지 않았음","","319",
"영월군","남자","안 받았음(미취학 포함)","미상","","",
"영월군","여자","계","15세 이상 인구","","16349",
"영월군","여자","계","일하였음-계","","8361",
"영월군","여자","계","주로 일하였음","","7526",
"영월군","여자","계","틈틈이 일하였음","","761",
"영월군","여자","계","일시 휴직","","74",
"영월군","여자","계","일하지 않았음","","7988",
"영월군","여자","계","미상","","",
"영월군","여자","초등학교","15세 이상 인구","","4228",
"영월군","여자","초등학교","일하였음-계","","2162",
"영월군","여자","초등학교","주로 일하였음","","1943",
"영월군","여자","초등학교","틈틈이 일하였음","","219",
"영월군","여자","초등학교","일시 휴직","","",
"영월군","여자","초등학교","일하지 않았음","","2066",
"영월군","여자","초등학교","미상","","",
"영월군","여자","중학교","15세 이상 인구","","2005",
"영월군","여자","중학교","일하였음-계","","1091",
"영월군","여자","중학교","주로 일하였음","","1029",
"영월군","여자","중학교","틈틈이 일하였음","","62",
"영월군","여자","중학교","일시 휴직","","",
"영월군","여자","중학교","일하지 않았음","","914",
"영월군","여자","중학교","미상","","",
"영월군","여자","고등학교","15세 이상 인구","","4541",
"영월군","여자","고등학교","일하였음-계","","2466",
"영월군","여자","고등학교","주로 일하였음","","2319",
"영월군","여자","고등학교","틈틈이 일하였음","","142",
"영월군","여자","고등학교","일시 휴직","","5",
"영월군","여자","고등학교","일하지 않았음","","2075",
"영월군","여자","고등학교","미상","","",
"영월군","여자","대학(4년제 미만)","15세 이상 인구","","1501",
"영월군","여자","대학(4년제 미만)","일하였음-계","","867",
"영월군","여자","대학(4년제 미만)","주로 일하였음","","743",
"영월군","여자","대학(4년제 미만)","틈틈이 일하였음","","82",
"영월군","여자","대학(4년제 미만)","일시 휴직","","42",
"영월군","여자","대학(4년제 미만)","일하지 않았음","","634",
"영월군","여자","대학(4년제 미만)","미상","","",
"영월군","여자","대학교(4년제 이상)","15세 이상 인구","","1543",
"영월군","여자","대학교(4년제 이상)","일하였음-계","","972",
"영월군","여자","대학교(4년제 이상)","주로 일하였음","","868",
"영월군","여자","대학교(4년제 이상)","틈틈이 일하였음","","78",
"영월군","여자","대학교(4년제 이상)","일시 휴직","","26",
"영월군","여자","대학교(4년제 이상)","일하지 않았음","","571",
"영월군","여자","대학교(4년제 이상)","미상","","",
"영월군","여자","대학원석사과정","15세 이상 인구","","185",
"영월군","여자","대학원석사과정","일하였음-계","","135",
"영월군","여자","대학원석사과정","주로 일하였음","","132",
"영월군","여자","대학원석사과정","틈틈이 일하였음","","3",
"영월군","여자","대학원석사과정","일시 휴직","","",
"영월군","여자","대학원석사과정","일하지 않았음","","50",
"영월군","여자","대학원석사과정","미상","","",
"영월군","여자","대학원박사과정","15세 이상 인구","","23",
"영월군","여자","대학원박사과정","일하였음-계","","11",
"영월군","여자","대학원박사과정","주로 일하였음","","11",
"영월군","여자","대학원박사과정","틈틈이 일하였음","","",
"영월군","여자","대학원박사과정","일시 휴직","","",
"영월군","여자","대학원박사과정","일하지 않았음","","12",
"영월군","여자","대학원박사과정","미상","","",
"영월군","여자","안 받았음(미취학 포함)","15세 이상 인구","","2323",
"영월군","여자","안 받았음(미취학 포함)","일하였음-계","","657",
"영월군","여자","안 받았음(미취학 포함)","주로 일하였음","","481",
"영월군","여자","안 받았음(미취학 포함)","틈틈이 일하였음","","175",
"영월군","여자","안 받았음(미취학 포함)","일시 휴직","","1",
"영월군","여자","안 받았음(미취학 포함)","일하지 않았음","","1666",
"영월군","여자","안 받았음(미취학 포함)","미상","","",
"평창군","계","계","15세 이상 인구","","35474",
"평창군","계","계","일하였음-계","","22169",
"평창군","계","계","주로 일하였음","","20908",
"평창군","계","계","틈틈이 일하였음","","1087",
"평창군","계","계","일시 휴직","","174",
"평창군","계","계","일하지 않았음","","13305",
"평창군","계","계","미상","","",
"평창군","계","초등학교","15세 이상 인구","","7091",
"평창군","계","초등학교","일하였음-계","","4133",
"평창군","계","초등학교","주로 일하였음","","3731",
"평창군","계","초등학교","틈틈이 일하였음","","365",
"평창군","계","초등학교","일시 휴직","","37",
"평창군","계","초등학교","일하지 않았음","","2958",
"평창군","계","초등학교","미상","","",
"평창군","계","중학교","15세 이상 인구","","4350",
"평창군","계","중학교","일하였음-계","","2708",
"평창군","계","중학교","주로 일하였음","","2508",
"평창군","계","중학교","틈틈이 일하였음","","193",
"평창군","계","중학교","일시 휴직","","7",
"평창군","계","중학교","일하지 않았음","","1642",
"평창군","계","중학교","미상","","",
"평창군","계","고등학교","15세 이상 인구","","11250",
"평창군","계","고등학교","일하였음-계","","7497",
"평창군","계","고등학교","주로 일하였음","","7229",
"평창군","계","고등학교","틈틈이 일하였음","","209",
"평창군","계","고등학교","일시 휴직","","59",
"평창군","계","고등학교","일하지 않았음","","3753",
"평창군","계","고등학교","미상","","",
"평창군","계","대학(4년제 미만)","15세 이상 인구","","3651",
"평창군","계","대학(4년제 미만)","일하였음-계","","2777",
"평창군","계","대학(4년제 미만)","주로 일하였음","","2645",
"평창군","계","대학(4년제 미만)","틈틈이 일하였음","","101",
"평창군","계","대학(4년제 미만)","일시 휴직","","31",
"평창군","계","대학(4년제 미만)","일하지 않았음","","874",
"평창군","계","대학(4년제 미만)","미상","","",
"평창군","계","대학교(4년제 이상)","15세 이상 인구","","5360",
"평창군","계","대학교(4년제 이상)","일하였음-계","","3945",
"평창군","계","대학교(4년제 이상)","주로 일하였음","","3777",
"평창군","계","대학교(4년제 이상)","틈틈이 일하였음","","134",
"평창군","계","대학교(4년제 이상)","일시 휴직","","34",
"평창군","계","대학교(4년제 이상)","일하지 않았음","","1415",
"평창군","계","대학교(4년제 이상)","미상","","",
"평창군","계","대학원석사과정","15세 이상 인구","","507",
"평창군","계","대학원석사과정","일하였음-계","","395",
"평창군","계","대학원석사과정","주로 일하였음","","374",
"평창군","계","대학원석사과정","틈틈이 일하였음","","15",
"평창군","계","대학원석사과정","일시 휴직","","6",
"평창군","계","대학원석사과정","일하지 않았음","","112",
"평창군","계","대학원석사과정","미상","","",
"평창군","계","대학원박사과정","15세 이상 인구","","142",
"평창군","계","대학원박사과정","일하였음-계","","109",
"평창군","계","대학원박사과정","주로 일하였음","","103",
"평창군","계","대학원박사과정","틈틈이 일하였음","","6",
"평창군","계","대학원박사과정","일시 휴직","","",
"평창군","계","대학원박사과정","일하지 않았음","","33",
"평창군","계","대학원박사과정","미상","","",
"평창군","계","안 받았음(미취학 포함)","15세 이상 인구","","3123",
"평창군","계","안 받았음(미취학 포함)","일하였음-계","","605",
"평창군","계","안 받았음(미취학 포함)","주로 일하였음","","541",
"평창군","계","안 받았음(미취학 포함)","틈틈이 일하였음","","64",
"평창군","계","안 받았음(미취학 포함)","일시 휴직","","",
"평창군","계","안 받았음(미취학 포함)","일하지 않았음","","2518",
"평창군","계","안 받았음(미취학 포함)","미상","","",
"평창군","남자","계","15세 이상 인구","","17897",
"평창군","남자","계","일하였음-계","","13002",
"평창군","남자","계","주로 일하였음","","12626",
"평창군","남자","계","틈틈이 일하였음","","269",
"평창군","남자","계","일시 휴직","","107",
"평창군","남자","계","일하지 않았음","","4895",
"평창군","남자","계","미상","","",
"평창군","남자","초등학교","15세 이상 인구","","2897",
"평창군","남자","초등학교","일하였음-계","","1954",
"평창군","남자","초등학교","주로 일하였음","","1873",
"평창군","남자","초등학교","틈틈이 일하였음","","50",
"평창군","남자","초등학교","일시 휴직","","31",
"평창군","남자","초등학교","일하지 않았음","","943",
"평창군","남자","초등학교","미상","","",
"평창군","남자","중학교","15세 이상 인구","","2304",
"평창군","남자","중학교","일하였음-계","","1557",
"평창군","남자","중학교","주로 일하였음","","1521",
"평창군","남자","중학교","틈틈이 일하였음","","36",
"평창군","남자","중학교","일시 휴직","","",
"평창군","남자","중학교","일하지 않았음","","747",
"평창군","남자","중학교","미상","","",
"평창군","남자","고등학교","15세 이상 인구","","6294",
"평창군","남자","고등학교","일하였음-계","","4683",
"평창군","남자","고등학교","주로 일하였음","","4617",
"평창군","남자","고등학교","틈틈이 일하였음","","36",
"평창군","남자","고등학교","일시 휴직","","30",
"평창군","남자","고등학교","일하지 않았음","","1611",
"평창군","남자","고등학교","미상","","",
"평창군","남자","대학(4년제 미만)","15세 이상 인구","","1981",
"평창군","남자","대학(4년제 미만)","일하였음-계","","1646",
"평창군","남자","대학(4년제 미만)","주로 일하였음","","1580",
"평창군","남자","대학(4년제 미만)","틈틈이 일하였음","","44",
"평창군","남자","대학(4년제 미만)","일시 휴직","","22",
"평창군","남자","대학(4년제 미만)","일하지 않았음","","335",
"평창군","남자","대학(4년제 미만)","미상","","",
"평창군","남자","대학교(4년제 이상)","15세 이상 인구","","3345",
"평창군","남자","대학교(4년제 이상)","일하였음-계","","2612",
"평창군","남자","대학교(4년제 이상)","주로 일하였음","","2510",
"평창군","남자","대학교(4년제 이상)","틈틈이 일하였음","","78",
"평창군","남자","대학교(4년제 이상)","일시 휴직","","24",
"평창군","남자","대학교(4년제 이상)","일하지 않았음","","733",
"평창군","남자","대학교(4년제 이상)","미상","","",
"평창군","남자","대학원석사과정","15세 이상 인구","","322",
"평창군","남자","대학원석사과정","일하였음-계","","261",
"평창군","남자","대학원석사과정","주로 일하였음","","246",
"평창군","남자","대학원석사과정","틈틈이 일하였음","","15",
"평창군","남자","대학원석사과정","일시 휴직","","",
"평창군","남자","대학원석사과정","일하지 않았음","","61",
"평창군","남자","대학원석사과정","미상","","",
"평창군","남자","대학원박사과정","15세 이상 인구","","121",
"평창군","남자","대학원박사과정","일하였음-계","","94",
"평창군","남자","대학원박사과정","주로 일하였음","","88",
"평창군","남자","대학원박사과정","틈틈이 일하였음","","6",
"평창군","남자","대학원박사과정","일시 휴직","","",
"평창군","남자","대학원박사과정","일하지 않았음","","27",
"평창군","남자","대학원박사과정","미상","","",
"평창군","남자","안 받았음(미취학 포함)","15세 이상 인구","","633",
"평창군","남자","안 받았음(미취학 포함)","일하였음-계","","195",
"평창군","남자","안 받았음(미취학 포함)","주로 일하였음","","191",
"평창군","남자","안 받았음(미취학 포함)","틈틈이 일하였음","","4",
"평창군","남자","안 받았음(미취학 포함)","일시 휴직","","",
"평창군","남자","안 받았음(미취학 포함)","일하지 않았음","","438",
"평창군","남자","안 받았음(미취학 포함)","미상","","",
"평창군","여자","계","15세 이상 인구","","17577",
"평창군","여자","계","일하였음-계","","9167",
"평창군","여자","계","주로 일하였음","","8282",
"평창군","여자","계","틈틈이 일하였음","","818",
"평창군","여자","계","일시 휴직","","67",
"평창군","여자","계","일하지 않았음","","8410",
"평창군","여자","계","미상","","",
"평창군","여자","초등학교","15세 이상 인구","","4194",
"평창군","여자","초등학교","일하였음-계","","2179",
"평창군","여자","초등학교","주로 일하였음","","1858",
"평창군","여자","초등학교","틈틈이 일하였음","","315",
"평창군","여자","초등학교","일시 휴직","","6",
"평창군","여자","초등학교","일하지 않았음","","2015",
"평창군","여자","초등학교","미상","","",
"평창군","여자","중학교","15세 이상 인구","","2046",
"평창군","여자","중학교","일하였음-계","","1151",
"평창군","여자","중학교","주로 일하였음","","987",
"평창군","여자","중학교","틈틈이 일하였음","","157",
"평창군","여자","중학교","일시 휴직","","7",
"평창군","여자","중학교","일하지 않았음","","895",
"평창군","여자","중학교","미상","","",
"평창군","여자","고등학교","15세 이상 인구","","4956",
"평창군","여자","고등학교","일하였음-계","","2814",
"평창군","여자","고등학교","주로 일하였음","","2612",
"평창군","여자","고등학교","틈틈이 일하였음","","173",
"평창군","여자","고등학교","일시 휴직","","29",
"평창군","여자","고등학교","일하지 않았음","","2142",
"평창군","여자","고등학교","미상","","",
"평창군","여자","대학(4년제 미만)","15세 이상 인구","","1670",
"평창군","여자","대학(4년제 미만)","일하였음-계","","1131",
"평창군","여자","대학(4년제 미만)","주로 일하였음","","1065",
"평창군","여자","대학(4년제 미만)","틈틈이 일하였음","","57",
"평창군","여자","대학(4년제 미만)","일시 휴직","","9",
"평창군","여자","대학(4년제 미만)","일하지 않았음","","539",
"평창군","여자","대학(4년제 미만)","미상","","",
"평창군","여자","대학교(4년제 이상)","15세 이상 인구","","2015",
"평창군","여자","대학교(4년제 이상)","일하였음-계","","1333",
"평창군","여자","대학교(4년제 이상)","주로 일하였음","","1267",
"평창군","여자","대학교(4년제 이상)","틈틈이 일하였음","","56",
"평창군","여자","대학교(4년제 이상)","일시 휴직","","10",
"평창군","여자","대학교(4년제 이상)","일하지 않았음","","682",
"평창군","여자","대학교(4년제 이상)","미상","","",
"평창군","여자","대학원석사과정","15세 이상 인구","","185",
"평창군","여자","대학원석사과정","일하였음-계","","134",
"평창군","여자","대학원석사과정","주로 일하였음","","128",
"평창군","여자","대학원석사과정","틈틈이 일하였음","","",
"평창군","여자","대학원석사과정","일시 휴직","","6",
"평창군","여자","대학원석사과정","일하지 않았음","","51",
"평창군","여자","대학원석사과정","미상","","",
"평창군","여자","대학원박사과정","15세 이상 인구","","21",
"평창군","여자","대학원박사과정","일하였음-계","","15",
"평창군","여자","대학원박사과정","주로 일하였음","","15",
"평창군","여자","대학원박사과정","틈틈이 일하였음","","",
"평창군","여자","대학원박사과정","일시 휴직","","",
"평창군","여자","대학원박사과정","일하지 않았음","","6",
"평창군","여자","대학원박사과정","미상","","",
"평창군","여자","안 받았음(미취학 포함)","15세 이상 인구","","2490",
"평창군","여자","안 받았음(미취학 포함)","일하였음-계","","410",
"평창군","여자","안 받았음(미취학 포함)","주로 일하였음","","350",
"평창군","여자","안 받았음(미취학 포함)","틈틈이 일하였음","","60",
"평창군","여자","안 받았음(미취학 포함)","일시 휴직","","",
"평창군","여자","안 받았음(미취학 포함)","일하지 않았음","","2080",
"평창군","여자","안 받았음(미취학 포함)","미상","","",
"정선군","계","계","15세 이상 인구","","32365",
"정선군","계","계","일하였음-계","","19734",
"정선군","계","계","주로 일하였음","","18826",
"정선군","계","계","틈틈이 일하였음","","750",
"정선군","계","계","일시 휴직","","158",
"정선군","계","계","일하지 않았음","","12631",
"정선군","계","계","미상","","",
"정선군","계","초등학교","15세 이상 인구","","6976",
"정선군","계","초등학교","일하였음-계","","3637",
"정선군","계","초등학교","주로 일하였음","","3444",
"정선군","계","초등학교","틈틈이 일하였음","","165",
"정선군","계","초등학교","일시 휴직","","28",
"정선군","계","초등학교","일하지 않았음","","3339",
"정선군","계","초등학교","미상","","",
"정선군","계","중학교","15세 이상 인구","","4242",
"정선군","계","중학교","일하였음-계","","2519",
"정선군","계","중학교","주로 일하였음","","2419",
"정선군","계","중학교","틈틈이 일하였음","","76",
"정선군","계","중학교","일시 휴직","","24",
"정선군","계","중학교","일하지 않았음","","1723",
"정선군","계","중학교","미상","","",
"정선군","계","고등학교","15세 이상 인구","","9327",
"정선군","계","고등학교","일하였음-계","","5885",
"정선군","계","고등학교","주로 일하였음","","5631",
"정선군","계","고등학교","틈틈이 일하였음","","214",
"정선군","계","고등학교","일시 휴직","","40",
"정선군","계","고등학교","일하지 않았음","","3442",
"정선군","계","고등학교","미상","","",
"정선군","계","대학(4년제 미만)","15세 이상 인구","","3287",
"정선군","계","대학(4년제 미만)","일하였음-계","","2621",
"정선군","계","대학(4년제 미만)","주로 일하였음","","2494",
"정선군","계","대학(4년제 미만)","틈틈이 일하였음","","93",
"정선군","계","대학(4년제 미만)","일시 휴직","","34",
"정선군","계","대학(4년제 미만)","일하지 않았음","","666",
"정선군","계","대학(4년제 미만)","미상","","",
"정선군","계","대학교(4년제 이상)","15세 이상 인구","","4823",
"정선군","계","대학교(4년제 이상)","일하였음-계","","3841",
"정선군","계","대학교(4년제 이상)","주로 일하였음","","3679",
"정선군","계","대학교(4년제 이상)","틈틈이 일하였음","","134",
"정선군","계","대학교(4년제 이상)","일시 휴직","","28",
"정선군","계","대학교(4년제 이상)","일하지 않았음","","982",
"정선군","계","대학교(4년제 이상)","미상","","",
"정선군","계","대학원석사과정","15세 이상 인구","","591",
"정선군","계","대학원석사과정","일하였음-계","","533",
"정선군","계","대학원석사과정","주로 일하였음","","513",
"정선군","계","대학원석사과정","틈틈이 일하였음","","20",
"정선군","계","대학원석사과정","일시 휴직","","",
"정선군","계","대학원석사과정","일하지 않았음","","58",
"정선군","계","대학원석사과정","미상","","",
"정선군","계","대학원박사과정","15세 이상 인구","","93",
"정선군","계","대학원박사과정","일하였음-계","","89",
"정선군","계","대학원박사과정","주로 일하였음","","83",
"정선군","계","대학원박사과정","틈틈이 일하였음","","6",
"정선군","계","대학원박사과정","일시 휴직","","",
"정선군","계","대학원박사과정","일하지 않았음","","4",
"정선군","계","대학원박사과정","미상","","",
"정선군","계","안 받았음(미취학 포함)","15세 이상 인구","","3026",
"정선군","계","안 받았음(미취학 포함)","일하였음-계","","609",
"정선군","계","안 받았음(미취학 포함)","주로 일하였음","","563",
"정선군","계","안 받았음(미취학 포함)","틈틈이 일하였음","","42",
"정선군","계","안 받았음(미취학 포함)","일시 휴직","","4",
"정선군","계","안 받았음(미취학 포함)","일하지 않았음","","2417",
"정선군","계","안 받았음(미취학 포함)","미상","","",
"정선군","남자","계","15세 이상 인구","","16598",
"정선군","남자","계","일하였음-계","","11700",
"정선군","남자","계","주로 일하였음","","11405",
"정선군","남자","계","틈틈이 일하였음","","202",
"정선군","남자","계","일시 휴직","","93",
"정선군","남자","계","일하지 않았음","","4898",
"정선군","남자","계","미상","","",
"정선군","남자","초등학교","15세 이상 인구","","2924",
"정선군","남자","초등학교","일하였음-계","","1793",
"정선군","남자","초등학교","주로 일하였음","","1754",
"정선군","남자","초등학교","틈틈이 일하였음","","20",
"정선군","남자","초등학교","일시 휴직","","19",
"정선군","남자","초등학교","일하지 않았음","","1131",
"정선군","남자","초등학교","미상","","",
"정선군","남자","중학교","15세 이상 인구","","2350",
"정선군","남자","중학교","일하였음-계","","1496",
"정선군","남자","중학교","주로 일하였음","","1465",
"정선군","남자","중학교","틈틈이 일하였음","","12",
"정선군","남자","중학교","일시 휴직","","19",
"정선군","남자","중학교","일하지 않았음","","854",
"정선군","남자","중학교","미상","","",
"정선군","남자","고등학교","15세 이상 인구","","5267",
"정선군","남자","고등학교","일하였음-계","","3623",
"정선군","남자","고등학교","주로 일하였음","","3498",
"정선군","남자","고등학교","틈틈이 일하였음","","91",
"정선군","남자","고등학교","일시 휴직","","34",
"정선군","남자","고등학교","일하지 않았음","","1644",
"정선군","남자","고등학교","미상","","",
"정선군","남자","대학(4년제 미만)","15세 이상 인구","","1801",
"정선군","남자","대학(4년제 미만)","일하였음-계","","1500",
"정선군","남자","대학(4년제 미만)","주로 일하였음","","1477",
"정선군","남자","대학(4년제 미만)","틈틈이 일하였음","","17",
"정선군","남자","대학(4년제 미만)","일시 휴직","","6",
"정선군","남자","대학(4년제 미만)","일하지 않았음","","301",
"정선군","남자","대학(4년제 미만)","미상","","",
"정선군","남자","대학교(4년제 이상)","15세 이상 인구","","3176",
"정선군","남자","대학교(4년제 이상)","일하였음-계","","2652",
"정선군","남자","대학교(4년제 이상)","주로 일하였음","","2594",
"정선군","남자","대학교(4년제 이상)","틈틈이 일하였음","","45",
"정선군","남자","대학교(4년제 이상)","일시 휴직","","13",
"정선군","남자","대학교(4년제 이상)","일하지 않았음","","524",
"정선군","남자","대학교(4년제 이상)","미상","","",
"정선군","남자","대학원석사과정","15세 이상 인구","","442",
"정선군","남자","대학원석사과정","일하였음-계","","405",
"정선군","남자","대학원석사과정","주로 일하였음","","394",
"정선군","남자","대학원석사과정","틈틈이 일하였음","","11",
"정선군","남자","대학원석사과정","일시 휴직","","",
"정선군","남자","대학원석사과정","일하지 않았음","","37",
"정선군","남자","대학원석사과정","미상","","",
"정선군","남자","대학원박사과정","15세 이상 인구","","73",
"정선군","남자","대학원박사과정","일하였음-계","","71",
"정선군","남자","대학원박사과정","주로 일하였음","","65",
"정선군","남자","대학원박사과정","틈틈이 일하였음","","6",
"정선군","남자","대학원박사과정","일시 휴직","","",
"정선군","남자","대학원박사과정","일하지 않았음","","2",
"정선군","남자","대학원박사과정","미상","","",
"정선군","남자","안 받았음(미취학 포함)","15세 이상 인구","","565",
"정선군","남자","안 받았음(미취학 포함)","일하였음-계","","160",
"정선군","남자","안 받았음(미취학 포함)","주로 일하였음","","158",
"정선군","남자","안 받았음(미취학 포함)","틈틈이 일하였음","","",
"정선군","남자","안 받았음(미취학 포함)","일시 휴직","","2",
"정선군","남자","안 받았음(미취학 포함)","일하지 않았음","","405",
"정선군","남자","안 받았음(미취학 포함)","미상","","",
"정선군","여자","계","15세 이상 인구","","15767",
"정선군","여자","계","일하였음-계","","8034",
"정선군","여자","계","주로 일하였음","","7421",
"정선군","여자","계","틈틈이 일하였음","","548",
"정선군","여자","계","일시 휴직","","65",
"정선군","여자","계","일하지 않았음","","7733",
"정선군","여자","계","미상","","",
"정선군","여자","초등학교","15세 이상 인구","","4052",
"정선군","여자","초등학교","일하였음-계","","1844",
"정선군","여자","초등학교","주로 일하였음","","1690",
"정선군","여자","초등학교","틈틈이 일하였음","","145",
"정선군","여자","초등학교","일시 휴직","","9",
"정선군","여자","초등학교","일하지 않았음","","2208",
"정선군","여자","초등학교","미상","","",
"정선군","여자","중학교","15세 이상 인구","","1892",
"정선군","여자","중학교","일하였음-계","","1023",
"정선군","여자","중학교","주로 일하였음","","954",
"정선군","여자","중학교","틈틈이 일하였음","","64",
"정선군","여자","중학교","일시 휴직","","5",
"정선군","여자","중학교","일하지 않았음","","869",
"정선군","여자","중학교","미상","","",
"정선군","여자","고등학교","15세 이상 인구","","4060",
"정선군","여자","고등학교","일하였음-계","","2262",
"정선군","여자","고등학교","주로 일하였음","","2133",
"정선군","여자","고등학교","틈틈이 일하였음","","123",
"정선군","여자","고등학교","일시 휴직","","6",
"정선군","여자","고등학교","일하지 않았음","","1798",
"정선군","여자","고등학교","미상","","",
"정선군","여자","대학(4년제 미만)","15세 이상 인구","","1486",
"정선군","여자","대학(4년제 미만)","일하였음-계","","1121",
"정선군","여자","대학(4년제 미만)","주로 일하였음","","1017",
"정선군","여자","대학(4년제 미만)","틈틈이 일하였음","","76",
"정선군","여자","대학(4년제 미만)","일시 휴직","","28",
"정선군","여자","대학(4년제 미만)","일하지 않았음","","365",
"정선군","여자","대학(4년제 미만)","미상","","",
"정선군","여자","대학교(4년제 이상)","15세 이상 인구","","1647",
"정선군","여자","대학교(4년제 이상)","일하였음-계","","1189",
"정선군","여자","대학교(4년제 이상)","주로 일하였음","","1085",
"정선군","여자","대학교(4년제 이상)","틈틈이 일하였음","","89",
"정선군","여자","대학교(4년제 이상)","일시 휴직","","15",
"정선군","여자","대학교(4년제 이상)","일하지 않았음","","458",
"정선군","여자","대학교(4년제 이상)","미상","","",
"정선군","여자","대학원석사과정","15세 이상 인구","","149",
"정선군","여자","대학원석사과정","일하였음-계","","128",
"정선군","여자","대학원석사과정","주로 일하였음","","119",
"정선군","여자","대학원석사과정","틈틈이 일하였음","","9",
"정선군","여자","대학원석사과정","일시 휴직","","",
"정선군","여자","대학원석사과정","일하지 않았음","","21",
"정선군","여자","대학원석사과정","미상","","",
