"행정구역(시군구)별","거주외국인별","연령별","항목","단위","2019 년",
"횡성군","외국인근로자","40 - 49세","외국인 주민현항","명","28",
"횡성군","외국인근로자","50 - 59세","외국인 주민현항","명","22",
"횡성군","외국인근로자","60 - 69세","외국인 주민현항","명","*",
"횡성군","외국인근로자","70세 이상","외국인 주민현항","명","*",
"횡성군","결혼이민자","계","외국인 주민현항","명","162",
"횡성군","결혼이민자","0 - 9세","외국인 주민현항","명","*",
"횡성군","결혼이민자","10 - 19세","외국인 주민현항","명","*",
"횡성군","결혼이민자","20 - 29세","외국인 주민현항","명","35",
"횡성군","결혼이민자","30 - 39세","외국인 주민현항","명","55",
"횡성군","결혼이민자","40 - 49세","외국인 주민현항","명","29",
"횡성군","결혼이민자","50 - 59세","외국인 주민현항","명","32",
"횡성군","결혼이민자","60 - 69세","외국인 주민현항","명","8",
"횡성군","결혼이민자","70세 이상","외국인 주민현항","명","*",
"횡성군","유학생","계","외국인 주민현항","명","20",
"횡성군","유학생","0 - 9세","외국인 주민현항","명","*",
"횡성군","유학생","10 - 19세","외국인 주민현항","명","*",
"횡성군","유학생","20 - 29세","외국인 주민현항","명","16",
"횡성군","유학생","30 - 39세","외국인 주민현항","명","*",
"횡성군","유학생","40 - 49세","외국인 주민현항","명","*",
"횡성군","유학생","50 - 59세","외국인 주민현항","명","*",
"횡성군","유학생","60 - 69세","외국인 주민현항","명","*",
"횡성군","유학생","70세 이상","외국인 주민현항","명","*",
"횡성군","외국국적동포","계","외국인 주민현항","명","89",
"횡성군","외국국적동포","0 - 9세","외국인 주민현항","명","*",
"횡성군","외국국적동포","10 - 19세","외국인 주민현항","명","*",
"횡성군","외국국적동포","20 - 29세","외국인 주민현항","명","*",
"횡성군","외국국적동포","30 - 39세","외국인 주민현항","명","13",
"횡성군","외국국적동포","40 - 49세","외국인 주민현항","명","12",
"횡성군","외국국적동포","50 - 59세","외국인 주민현항","명","17",
"횡성군","외국국적동포","60 - 69세","외국인 주민현항","명","29",
"횡성군","외국국적동포","70세 이상","외국인 주민현항","명","14",
"횡성군","기타외국인","계","외국인 주민현항","명","373",
"횡성군","기타외국인","0 - 9세","외국인 주민현항","명","7",
"횡성군","기타외국인","10 - 19세","외국인 주민현항","명","13",
"횡성군","기타외국인","20 - 29세","외국인 주민현항","명","77",
"횡성군","기타외국인","30 - 39세","외국인 주민현항","명","118",
"횡성군","기타외국인","40 - 49세","외국인 주민현항","명","76",
"횡성군","기타외국인","50 - 59세","외국인 주민현항","명","60",
"횡성군","기타외국인","60 - 69세","외국인 주민현항","명","20",
"횡성군","기타외국인","70세 이상","외국인 주민현항","명","*",
"횡성군","한국국적을 취득한 자","계","외국인 주민현항","명","207",
"횡성군","한국국적을 취득한 자","0 - 9세","외국인 주민현항","명","*",
"횡성군","한국국적을 취득한 자","10 - 19세","외국인 주민현항","명","*",
"횡성군","한국국적을 취득한 자","20 - 29세","외국인 주민현항","명","24",
"횡성군","한국국적을 취득한 자","30 - 39세","외국인 주민현항","명","102",
"횡성군","한국국적을 취득한 자","40 - 49세","외국인 주민현항","명","49",
"횡성군","한국국적을 취득한 자","50 - 59세","외국인 주민현항","명","18",
"횡성군","한국국적을 취득한 자","60 - 69세","외국인 주민현항","명","7",
"횡성군","한국국적을 취득한 자","70세 이상","외국인 주민현항","명","*",
"영월군","합계","계","외국인 주민현항","명","625",
"영월군","합계","0 - 9세","외국인 주민현항","명","7",
"영월군","합계","10 - 19세","외국인 주민현항","명","10",
"영월군","합계","20 - 29세","외국인 주민현항","명","140",
"영월군","합계","30 - 39세","외국인 주민현항","명","183",
"영월군","합계","40 - 49세","외국인 주민현항","명","152",
"영월군","합계","50 - 59세","외국인 주민현항","명","95",
"영월군","합계","60 - 69세","외국인 주민현항","명","26",
"영월군","합계","70세 이상","외국인 주민현항","명","12",
"영월군","한국국적을 가지지 않은 자","계","외국인 주민현항","명","519",
"영월군","한국국적을 가지지 않은 자","0 - 9세","외국인 주민현항","명","7",
"영월군","한국국적을 가지지 않은 자","10 - 19세","외국인 주민현항","명","9",
"영월군","한국국적을 가지지 않은 자","20 - 29세","외국인 주민현항","명","126",
"영월군","한국국적을 가지지 않은 자","30 - 39세","외국인 주민현항","명","131",
"영월군","한국국적을 가지지 않은 자","40 - 49세","외국인 주민현항","명","124",
"영월군","한국국적을 가지지 않은 자","50 - 59세","외국인 주민현항","명","85",
"영월군","한국국적을 가지지 않은 자","60 - 69세","외국인 주민현항","명","25",
"영월군","한국국적을 가지지 않은 자","70세 이상","외국인 주민현항","명","12",
"영월군","외국인근로자","계","외국인 주민현항","명","73",
"영월군","외국인근로자","0 - 9세","외국인 주민현항","명","*",
"영월군","외국인근로자","10 - 19세","외국인 주민현항","명","*",
"영월군","외국인근로자","20 - 29세","외국인 주민현항","명","27",
"영월군","외국인근로자","30 - 39세","외국인 주민현항","명","20",
"영월군","외국인근로자","40 - 49세","외국인 주민현항","명","19",
"영월군","외국인근로자","50 - 59세","외국인 주민현항","명","6",
"영월군","외국인근로자","60 - 69세","외국인 주민현항","명","*",
"영월군","외국인근로자","70세 이상","외국인 주민현항","명","*",
"영월군","결혼이민자","계","외국인 주민현항","명","112",
"영월군","결혼이민자","0 - 9세","외국인 주민현항","명","*",
"영월군","결혼이민자","10 - 19세","외국인 주민현항","명","*",
"영월군","결혼이민자","20 - 29세","외국인 주민현항","명","39",
"영월군","결혼이민자","30 - 39세","외국인 주민현항","명","25",
"영월군","결혼이민자","40 - 49세","외국인 주민현항","명","22",
"영월군","결혼이민자","50 - 59세","외국인 주민현항","명","19",
"영월군","결혼이민자","60 - 69세","외국인 주민현항","명","*",
"영월군","결혼이민자","70세 이상","외국인 주민현항","명","*",
"영월군","유학생","계","외국인 주민현항","명","*",
"영월군","유학생","0 - 9세","외국인 주민현항","명","*",
"영월군","유학생","10 - 19세","외국인 주민현항","명","*",
"영월군","유학생","20 - 29세","외국인 주민현항","명","*",
"영월군","유학생","30 - 39세","외국인 주민현항","명","*",
"영월군","유학생","40 - 49세","외국인 주민현항","명","*",
"영월군","유학생","50 - 59세","외국인 주민현항","명","*",
"영월군","유학생","60 - 69세","외국인 주민현항","명","*",
"영월군","유학생","70세 이상","외국인 주민현항","명","*",
"영월군","외국국적동포","계","외국인 주민현항","명","44",
"영월군","외국국적동포","0 - 9세","외국인 주민현항","명","*",
"영월군","외국국적동포","10 - 19세","외국인 주민현항","명","*",
"영월군","외국국적동포","20 - 29세","외국인 주민현항","명","*",
"영월군","외국국적동포","30 - 39세","외국인 주민현항","명","7",
"영월군","외국국적동포","40 - 49세","외국인 주민현항","명","*",
"영월군","외국국적동포","50 - 59세","외국인 주민현항","명","11",
"영월군","외국국적동포","60 - 69세","외국인 주민현항","명","14",
"영월군","외국국적동포","70세 이상","외국인 주민현항","명","7",
"영월군","기타외국인","계","외국인 주민현항","명","288",
"영월군","기타외국인","0 - 9세","외국인 주민현항","명","7",
"영월군","기타외국인","10 - 19세","외국인 주민현항","명","7",
"영월군","기타외국인","20 - 29세","외국인 주민현항","명","59",
"영월군","기타외국인","30 - 39세","외국인 주민현항","명","77",
"영월군","기타외국인","40 - 49세","외국인 주민현항","명","79",
"영월군","기타외국인","50 - 59세","외국인 주민현항","명","49",
"영월군","기타외국인","60 - 69세","외국인 주민현항","명","7",
"영월군","기타외국인","70세 이상","외국인 주민현항","명","*",
"영월군","한국국적을 취득한 자","계","외국인 주민현항","명","106",
"영월군","한국국적을 취득한 자","0 - 9세","외국인 주민현항","명","*",
"영월군","한국국적을 취득한 자","10 - 19세","외국인 주민현항","명","*",
"영월군","한국국적을 취득한 자","20 - 29세","외국인 주민현항","명","14",
"영월군","한국국적을 취득한 자","30 - 39세","외국인 주민현항","명","52",
"영월군","한국국적을 취득한 자","40 - 49세","외국인 주민현항","명","28",
"영월군","한국국적을 취득한 자","50 - 59세","외국인 주민현항","명","10",
"영월군","한국국적을 취득한 자","60 - 69세","외국인 주민현항","명","*",
"영월군","한국국적을 취득한 자","70세 이상","외국인 주민현항","명","*",
"평창군","합계","계","외국인 주민현항","명","774",
"평창군","합계","0 - 9세","외국인 주민현항","명","21",
"평창군","합계","10 - 19세","외국인 주민현항","명","14",
"평창군","합계","20 - 29세","외국인 주민현항","명","194",
"평창군","합계","30 - 39세","외국인 주민현항","명","187",
"평창군","합계","40 - 49세","외국인 주민현항","명","146",
"평창군","합계","50 - 59세","외국인 주민현항","명","130",
"평창군","합계","60 - 69세","외국인 주민현항","명","65",
"평창군","합계","70세 이상","외국인 주민현항","명","17",
"평창군","한국국적을 가지지 않은 자","계","외국인 주민현항","명","655",
"평창군","한국국적을 가지지 않은 자","0 - 9세","외국인 주민현항","명","21",
"평창군","한국국적을 가지지 않은 자","10 - 19세","외국인 주민현항","명","12",
"평창군","한국국적을 가지지 않은 자","20 - 29세","외국인 주민현항","명","170",
"평창군","한국국적을 가지지 않은 자","30 - 39세","외국인 주민현항","명","148",
"평창군","한국국적을 가지지 않은 자","40 - 49세","외국인 주민현항","명","111",
"평창군","한국국적을 가지지 않은 자","50 - 59세","외국인 주민현항","명","116",
"평창군","한국국적을 가지지 않은 자","60 - 69세","외국인 주민현항","명","61",
"평창군","한국국적을 가지지 않은 자","70세 이상","외국인 주민현항","명","16",
"평창군","외국인근로자","계","외국인 주민현항","명","149",
"평창군","외국인근로자","0 - 9세","외국인 주민현항","명","*",
"평창군","외국인근로자","10 - 19세","외국인 주민현항","명","*",
"평창군","외국인근로자","20 - 29세","외국인 주민현항","명","64",
"평창군","외국인근로자","30 - 39세","외국인 주민현항","명","43",
"평창군","외국인근로자","40 - 49세","외국인 주민현항","명","21",
"평창군","외국인근로자","50 - 59세","외국인 주민현항","명","20",
"평창군","외국인근로자","60 - 69세","외국인 주민현항","명","*",
"평창군","외국인근로자","70세 이상","외국인 주민현항","명","*",
"평창군","결혼이민자","계","외국인 주민현항","명","146",
"평창군","결혼이민자","0 - 9세","외국인 주민현항","명","*",
"평창군","결혼이민자","10 - 19세","외국인 주민현항","명","*",
"평창군","결혼이민자","20 - 29세","외국인 주민현항","명","39",
"평창군","결혼이민자","30 - 39세","외국인 주민현항","명","39",
"평창군","결혼이민자","40 - 49세","외국인 주민현항","명","28",
"평창군","결혼이민자","50 - 59세","외국인 주민현항","명","28",
"평창군","결혼이민자","60 - 69세","외국인 주민현항","명","10",
"평창군","결혼이민자","70세 이상","외국인 주민현항","명","*",
"평창군","유학생","계","외국인 주민현항","명","15",
"평창군","유학생","0 - 9세","외국인 주민현항","명","*",
"평창군","유학생","10 - 19세","외국인 주민현항","명","*",
"평창군","유학생","20 - 29세","외국인 주민현항","명","14",
"평창군","유학생","30 - 39세","외국인 주민현항","명","*",
"평창군","유학생","40 - 49세","외국인 주민현항","명","*",
"평창군","유학생","50 - 59세","외국인 주민현항","명","*",
"평창군","유학생","60 - 69세","외국인 주민현항","명","*",
"평창군","유학생","70세 이상","외국인 주민현항","명","*",
"평창군","외국국적동포","계","외국인 주민현항","명","88",
"평창군","외국국적동포","0 - 9세","외국인 주민현항","명","*",
"평창군","외국국적동포","10 - 19세","외국인 주민현항","명","*",
"평창군","외국국적동포","20 - 29세","외국인 주민현항","명","8",
"평창군","외국국적동포","30 - 39세","외국인 주민현항","명","6",
"평창군","외국국적동포","40 - 49세","외국인 주민현항","명","*",
"평창군","외국국적동포","50 - 59세","외국인 주민현항","명","16",
"평창군","외국국적동포","60 - 69세","외국인 주민현항","명","40",
"평창군","외국국적동포","70세 이상","외국인 주민현항","명","13",
"평창군","기타외국인","계","외국인 주민현항","명","257",
"평창군","기타외국인","0 - 9세","외국인 주민현항","명","21",
"평창군","기타외국인","10 - 19세","외국인 주민현항","명","10",
"평창군","기타외국인","20 - 29세","외국인 주민현항","명","45",
"평창군","기타외국인","30 - 39세","외국인 주민현항","명","59",
"평창군","기타외국인","40 - 49세","외국인 주민현항","명","58",
"평창군","기타외국인","50 - 59세","외국인 주민현항","명","52",
"평창군","기타외국인","60 - 69세","외국인 주민현항","명","10",
"평창군","기타외국인","70세 이상","외국인 주민현항","명","*",
"평창군","한국국적을 취득한 자","계","외국인 주민현항","명","119",
"평창군","한국국적을 취득한 자","0 - 9세","외국인 주민현항","명","*",
"평창군","한국국적을 취득한 자","10 - 19세","외국인 주민현항","명","*",
"평창군","한국국적을 취득한 자","20 - 29세","외국인 주민현항","명","24",
"평창군","한국국적을 취득한 자","30 - 39세","외국인 주민현항","명","39",
"평창군","한국국적을 취득한 자","40 - 49세","외국인 주민현항","명","35",
"평창군","한국국적을 취득한 자","50 - 59세","외국인 주민현항","명","14",
"평창군","한국국적을 취득한 자","60 - 69세","외국인 주민현항","명","*",
"평창군","한국국적을 취득한 자","70세 이상","외국인 주민현항","명","*",
"정선군","합계","계","외국인 주민현항","명","577",
"정선군","합계","0 - 9세","외국인 주민현항","명","6",
"정선군","합계","10 - 19세","외국인 주민현항","명","7",
"정선군","합계","20 - 29세","외국인 주민현항","명","113",
"정선군","합계","30 - 39세","외국인 주민현항","명","210",
"정선군","합계","40 - 49세","외국인 주민현항","명","111",
"정선군","합계","50 - 59세","외국인 주민현항","명","90",
"정선군","합계","60 - 69세","외국인 주민현항","명","30",
"정선군","합계","70세 이상","외국인 주민현항","명","10",
"정선군","한국국적을 가지지 않은 자","계","외국인 주민현항","명","439",
"정선군","한국국적을 가지지 않은 자","0 - 9세","외국인 주민현항","명","*",
"정선군","한국국적을 가지지 않은 자","10 - 19세","외국인 주민현항","명","*",
"정선군","한국국적을 가지지 않은 자","20 - 29세","외국인 주민현항","명","99",
"정선군","한국국적을 가지지 않은 자","30 - 39세","외국인 주민현항","명","143",
"정선군","한국국적을 가지지 않은 자","40 - 49세","외국인 주민현항","명","75",
"정선군","한국국적을 가지지 않은 자","50 - 59세","외국인 주민현항","명","81",
"정선군","한국국적을 가지지 않은 자","60 - 69세","외국인 주민현항","명","28",
"정선군","한국국적을 가지지 않은 자","70세 이상","외국인 주민현항","명","9",
"정선군","외국인근로자","계","외국인 주민현항","명","66",
"정선군","외국인근로자","0 - 9세","외국인 주민현항","명","*",
"정선군","외국인근로자","10 - 19세","외국인 주민현항","명","*",
"정선군","외국인근로자","20 - 29세","외국인 주민현항","명","21",
"정선군","외국인근로자","30 - 39세","외국인 주민현항","명","33",
"정선군","외국인근로자","40 - 49세","외국인 주민현항","명","8",
"정선군","외국인근로자","50 - 59세","외국인 주민현항","명","*",
"정선군","외국인근로자","60 - 69세","외국인 주민현항","명","*",
"정선군","외국인근로자","70세 이상","외국인 주민현항","명","*",
"정선군","결혼이민자","계","외국인 주민현항","명","144",
"정선군","결혼이민자","0 - 9세","외국인 주민현항","명","*",
"정선군","결혼이민자","10 - 19세","외국인 주민현항","명","*",
"정선군","결혼이민자","20 - 29세","외국인 주민현항","명","39",
"정선군","결혼이민자","30 - 39세","외국인 주민현항","명","50",
"정선군","결혼이민자","40 - 49세","외국인 주민현항","명","27",
"정선군","결혼이민자","50 - 59세","외국인 주민현항","명","23",
"정선군","결혼이민자","60 - 69세","외국인 주민현항","명","*",
"정선군","결혼이민자","70세 이상","외국인 주민현항","명","*",
"정선군","유학생","계","외국인 주민현항","명","*",
"정선군","유학생","0 - 9세","외국인 주민현항","명","*",
"정선군","유학생","10 - 19세","외국인 주민현항","명","*",
"정선군","유학생","20 - 29세","외국인 주민현항","명","*",
"정선군","유학생","30 - 39세","외국인 주민현항","명","*",
"정선군","유학생","40 - 49세","외국인 주민현항","명","*",
"정선군","유학생","50 - 59세","외국인 주민현항","명","*",
"정선군","유학생","60 - 69세","외국인 주민현항","명","*",
"정선군","유학생","70세 이상","외국인 주민현항","명","*",
"정선군","외국국적동포","계","외국인 주민현항","명","35",
"정선군","외국국적동포","0 - 9세","외국인 주민현항","명","*",
"정선군","외국국적동포","10 - 19세","외국인 주민현항","명","*",
"정선군","외국국적동포","20 - 29세","외국인 주민현항","명","*",
"정선군","외국국적동포","30 - 39세","외국인 주민현항","명","*",
"정선군","외국국적동포","40 - 49세","외국인 주민현항","명","*",
"정선군","외국국적동포","50 - 59세","외국인 주민현항","명","11",
"정선군","외국국적동포","60 - 69세","외국인 주민현항","명","10",
"정선군","외국국적동포","70세 이상","외국인 주민현항","명","7",
"정선군","기타외국인","계","외국인 주민현항","명","194",
"정선군","기타외국인","0 - 9세","외국인 주민현항","명","*",
"정선군","기타외국인","10 - 19세","외국인 주민현항","명","*",
"정선군","기타외국인","20 - 29세","외국인 주민현항","명","38",
"정선군","기타외국인","30 - 39세","외국인 주민현항","명","58",
"정선군","기타외국인","40 - 49세","외국인 주민현항","명","36",
"정선군","기타외국인","50 - 59세","외국인 주민현항","명","43",
"정선군","기타외국인","60 - 69세","외국인 주민현항","명","14",
"정선군","기타외국인","70세 이상","외국인 주민현항","명","*",
"정선군","한국국적을 취득한 자","계","외국인 주민현항","명","138",
"정선군","한국국적을 취득한 자","0 - 9세","외국인 주민현항","명","*",
"정선군","한국국적을 취득한 자","10 - 19세","외국인 주민현항","명","5",
"정선군","한국국적을 취득한 자","20 - 29세","외국인 주민현항","명","14",
"정선군","한국국적을 취득한 자","30 - 39세","외국인 주민현항","명","67",
"정선군","한국국적을 취득한 자","40 - 49세","외국인 주민현항","명","36",
"정선군","한국국적을 취득한 자","50 - 59세","외국인 주민현항","명","9",
"정선군","한국국적을 취득한 자","60 - 69세","외국인 주민현항","명","*",
"정선군","한국국적을 취득한 자","70세 이상","외국인 주민현항","명","*",
"철원군","합계","계","외국인 주민현항","명","1217",
"철원군","합계","0 - 9세","외국인 주민현항","명","*",
"철원군","합계","10 - 19세","외국인 주민현항","명","10",
"철원군","합계","20 - 29세","외국인 주민현항","명","488",
"철원군","합계","30 - 39세","외국인 주민현항","명","413",
"철원군","합계","40 - 49세","외국인 주민현항","명","160",
"철원군","합계","50 - 59세","외국인 주민현항","명","86",
"철원군","합계","60 - 69세","외국인 주민현항","명","48",
"철원군","합계","70세 이상","외국인 주민현항","명","11",
"철원군","한국국적을 가지지 않은 자","계","외국인 주민현항","명","1087",
"철원군","한국국적을 가지지 않은 자","0 - 9세","외국인 주민현항","명","*",
"철원군","한국국적을 가지지 않은 자","10 - 19세","외국인 주민현항","명","9",
"철원군","한국국적을 가지지 않은 자","20 - 29세","외국인 주민현항","명","475",
"철원군","한국국적을 가지지 않은 자","30 - 39세","외국인 주민현항","명","348",
"철원군","한국국적을 가지지 않은 자","40 - 49세","외국인 주민현항","명","128",
"철원군","한국국적을 가지지 않은 자","50 - 59세","외국인 주민현항","명","72",
"철원군","한국국적을 가지지 않은 자","60 - 69세","외국인 주민현항","명","44",
"철원군","한국국적을 가지지 않은 자","70세 이상","외국인 주민현항","명","10",
"철원군","외국인근로자","계","외국인 주민현항","명","547",
"철원군","외국인근로자","0 - 9세","외국인 주민현항","명","*",
"철원군","외국인근로자","10 - 19세","외국인 주민현항","명","*",
"철원군","외국인근로자","20 - 29세","외국인 주민현항","명","344",
"철원군","외국인근로자","30 - 39세","외국인 주민현항","명","164",
"철원군","외국인근로자","40 - 49세","외국인 주민현항","명","25",
"철원군","외국인근로자","50 - 59세","외국인 주민현항","명","11",
"철원군","외국인근로자","60 - 69세","외국인 주민현항","명","*",
"철원군","외국인근로자","70세 이상","외국인 주민현항","명","*",
"철원군","결혼이민자","계","외국인 주민현항","명","130",
"철원군","결혼이민자","0 - 9세","외국인 주민현항","명","*",
"철원군","결혼이민자","10 - 19세","외국인 주민현항","명","*",
"철원군","결혼이민자","20 - 29세","외국인 주민현항","명","33",
"철원군","결혼이민자","30 - 39세","외국인 주민현항","명","44",
"철원군","결혼이민자","40 - 49세","외국인 주민현항","명","21",
"철원군","결혼이민자","50 - 59세","외국인 주민현항","명","25",
"철원군","결혼이민자","60 - 69세","외국인 주민현항","명","5",
"철원군","결혼이민자","70세 이상","외국인 주민현항","명","*",
"철원군","유학생","계","외국인 주민현항","명","*",
"철원군","유학생","0 - 9세","외국인 주민현항","명","*",
"철원군","유학생","10 - 19세","외국인 주민현항","명","*",
"철원군","유학생","20 - 29세","외국인 주민현항","명","*",
"철원군","유학생","30 - 39세","외국인 주민현항","명","*",
"철원군","유학생","40 - 49세","외국인 주민현항","명","*",
"철원군","유학생","50 - 59세","외국인 주민현항","명","*",
"철원군","유학생","60 - 69세","외국인 주민현항","명","*",
"철원군","유학생","70세 이상","외국인 주민현항","명","*",
"철원군","외국국적동포","계","외국인 주민현항","명","39",
"철원군","외국국적동포","0 - 9세","외국인 주민현항","명","*",
"철원군","외국국적동포","10 - 19세","외국인 주민현항","명","*",
"철원군","외국국적동포","20 - 29세","외국인 주민현항","명","*",
"철원군","외국국적동포","30 - 39세","외국인 주민현항","명","*",
"철원군","외국국적동포","40 - 49세","외국인 주민현항","명","*",
"철원군","외국국적동포","50 - 59세","외국인 주민현항","명","6",
"철원군","외국국적동포","60 - 69세","외국인 주민현항","명","21",
"철원군","외국국적동포","70세 이상","외국인 주민현항","명","5",
"철원군","기타외국인","계","외국인 주민현항","명","370",
"철원군","기타외국인","0 - 9세","외국인 주민현항","명","*",
"철원군","기타외국인","10 - 19세","외국인 주민현항","명","5",
"철원군","기타외국인","20 - 29세","외국인 주민현항","명","96",
"철원군","기타외국인","30 - 39세","외국인 주민현항","명","137",
"철원군","기타외국인","40 - 49세","외국인 주민현항","명","79",
"철원군","기타외국인","50 - 59세","외국인 주민현항","명","30",
"철원군","기타외국인","60 - 69세","외국인 주민현항","명","17",
"철원군","기타외국인","70세 이상","외국인 주민현항","명","5",
"철원군","한국국적을 취득한 자","계","외국인 주민현항","명","130",
"철원군","한국국적을 취득한 자","0 - 9세","외국인 주민현항","명","*",
"철원군","한국국적을 취득한 자","10 - 19세","외국인 주민현항","명","*",
"철원군","한국국적을 취득한 자","20 - 29세","외국인 주민현항","명","13",
"철원군","한국국적을 취득한 자","30 - 39세","외국인 주민현항","명","65",
"철원군","한국국적을 취득한 자","40 - 49세","외국인 주민현항","명","32",
"철원군","한국국적을 취득한 자","50 - 59세","외국인 주민현항","명","14",
"철원군","한국국적을 취득한 자","60 - 69세","외국인 주민현항","명","*",
"철원군","한국국적을 취득한 자","70세 이상","외국인 주민현항","명","*",
"화천군","합계","계","외국인 주민현항","명","469",
"화천군","합계","0 - 9세","외국인 주민현항","명","*",
"화천군","합계","10 - 19세","외국인 주민현항","명","*",
"화천군","합계","20 - 29세","외국인 주민현항","명","148",
"화천군","합계","30 - 39세","외국인 주민현항","명","153",
"화천군","합계","40 - 49세","외국인 주민현항","명","65",
"화천군","합계","50 - 59세","외국인 주민현항","명","76",
"화천군","합계","60 - 69세","외국인 주민현항","명","16",
"화천군","합계","70세 이상","외국인 주민현항","명","5",
"화천군","한국국적을 가지지 않은 자","계","외국인 주민현항","명","400",
"화천군","한국국적을 가지지 않은 자","0 - 9세","외국인 주민현항","명","*",
"화천군","한국국적을 가지지 않은 자","10 - 19세","외국인 주민현항","명","*",
"화천군","한국국적을 가지지 않은 자","20 - 29세","외국인 주민현항","명","133",
"화천군","한국국적을 가지지 않은 자","30 - 39세","외국인 주민현항","명","136",
"화천군","한국국적을 가지지 않은 자","40 - 49세","외국인 주민현항","명","46",
"화천군","한국국적을 가지지 않은 자","50 - 59세","외국인 주민현항","명","61",
"화천군","한국국적을 가지지 않은 자","60 - 69세","외국인 주민현항","명","14",
"화천군","한국국적을 가지지 않은 자","70세 이상","외국인 주민현항","명","5",
"화천군","외국인근로자","계","외국인 주민현항","명","146",
"화천군","외국인근로자","0 - 9세","외국인 주민현항","명","*",
"화천군","외국인근로자","10 - 19세","외국인 주민현항","명","*",
"화천군","외국인근로자","20 - 29세","외국인 주민현항","명","76",
"화천군","외국인근로자","30 - 39세","외국인 주민현항","명","53",
"화천군","외국인근로자","40 - 49세","외국인 주민현항","명","13",
"화천군","외국인근로자","50 - 59세","외국인 주민현항","명","*",
"화천군","외국인근로자","60 - 69세","외국인 주민현항","명","*",
"화천군","외국인근로자","70세 이상","외국인 주민현항","명","*",
"화천군","결혼이민자","계","외국인 주민현항","명","81",
"화천군","결혼이민자","0 - 9세","외국인 주민현항","명","*",
"화천군","결혼이민자","10 - 19세","외국인 주민현항","명","*",
"화천군","결혼이민자","20 - 29세","외국인 주민현항","명","22",
"화천군","결혼이민자","30 - 39세","외국인 주민현항","명","28",
"화천군","결혼이민자","40 - 49세","외국인 주민현항","명","13",
"화천군","결혼이민자","50 - 59세","외국인 주민현항","명","16",
"화천군","결혼이민자","60 - 69세","외국인 주민현항","명","*",
"화천군","결혼이민자","70세 이상","외국인 주민현항","명","*",
"화천군","유학생","계","외국인 주민현항","명","*",
"화천군","유학생","0 - 9세","외국인 주민현항","명","*",
"화천군","유학생","10 - 19세","외국인 주민현항","명","*",
"화천군","유학생","20 - 29세","외국인 주민현항","명","*",
"화천군","유학생","30 - 39세","외국인 주민현항","명","*",
"화천군","유학생","40 - 49세","외국인 주민현항","명","*",
"화천군","유학생","50 - 59세","외국인 주민현항","명","*",
"화천군","유학생","60 - 69세","외국인 주민현항","명","*",
"화천군","유학생","70세 이상","외국인 주민현항","명","*",
"화천군","외국국적동포","계","외국인 주민현항","명","15",
"화천군","외국국적동포","0 - 9세","외국인 주민현항","명","*",
"화천군","외국국적동포","10 - 19세","외국인 주민현항","명","*",
"화천군","외국국적동포","20 - 29세","외국인 주민현항","명","*",
"화천군","외국국적동포","30 - 39세","외국인 주민현항","명","*",
"화천군","외국국적동포","40 - 49세","외국인 주민현항","명","*",
"화천군","외국국적동포","50 - 59세","외국인 주민현항","명","*",
"화천군","외국국적동포","60 - 69세","외국인 주민현항","명","7",
"화천군","외국국적동포","70세 이상","외국인 주민현항","명","*",
"화천군","기타외국인","계","외국인 주민현항","명","158",
"화천군","기타외국인","0 - 9세","외국인 주민현항","명","*",
"화천군","기타외국인","10 - 19세","외국인 주민현항","명","*",
"화천군","기타외국인","20 - 29세","외국인 주민현항","명","34",
"화천군","기타외국인","30 - 39세","외국인 주민현항","명","54",
"화천군","기타외국인","40 - 49세","외국인 주민현항","명","19",
"화천군","기타외국인","50 - 59세","외국인 주민현항","명","39",
"화천군","기타외국인","60 - 69세","외국인 주민현항","명","6",
"화천군","기타외국인","70세 이상","외국인 주민현항","명","*",
"화천군","한국국적을 취득한 자","계","외국인 주민현항","명","69",
"화천군","한국국적을 취득한 자","0 - 9세","외국인 주민현항","명","*",
"화천군","한국국적을 취득한 자","10 - 19세","외국인 주민현항","명","*",
"화천군","한국국적을 취득한 자","20 - 29세","외국인 주민현항","명","15",
"화천군","한국국적을 취득한 자","30 - 39세","외국인 주민현항","명","17",
"화천군","한국국적을 취득한 자","40 - 49세","외국인 주민현항","명","19",
"화천군","한국국적을 취득한 자","50 - 59세","외국인 주민현항","명","15",
"화천군","한국국적을 취득한 자","60 - 69세","외국인 주민현항","명","*",
"화천군","한국국적을 취득한 자","70세 이상","외국인 주민현항","명","*",
"양구군","합계","계","외국인 주민현항","명","491",
"양구군","합계","0 - 9세","외국인 주민현항","명","*",
"양구군","합계","10 - 19세","외국인 주민현항","명","*",
"양구군","합계","20 - 29세","외국인 주민현항","명","126",
"양구군","합계","30 - 39세","외국인 주민현항","명","160",
"양구군","합계","40 - 49세","외국인 주민현항","명","91",
"양구군","합계","50 - 59세","외국인 주민현항","명","77",
"양구군","합계","60 - 69세","외국인 주민현항","명","22",
"양구군","합계","70세 이상","외국인 주민현항","명","8",
"양구군","한국국적을 가지지 않은 자","계","외국인 주민현항","명","415",
"양구군","한국국적을 가지지 않은 자","0 - 9세","외국인 주민현항","명","*",
"양구군","한국국적을 가지지 않은 자","10 - 19세","외국인 주민현항","명","*",
"양구군","한국국적을 가지지 않은 자","20 - 29세","외국인 주민현항","명","115",
