"체류자격별","성별","행정구역(시군구)별","항목","단위","2019 년",
"총계","남자","여주시","지역 및 체류자격별 등록외국인 현황","명","2269",
"총계","남자","연천군","지역 및 체류자격별 등록외국인 현황","명","747",
"총계","남자","오산시","지역 및 체류자격별 등록외국인 현황","명","5083",
"총계","남자","용인시 기흥구","지역 및 체류자격별 등록외국인 현황","명","2542",
"총계","남자","용인시 수지구","지역 및 체류자격별 등록외국인 현황","명","1381",
"총계","남자","용인시 처인구","지역 및 체류자격별 등록외국인 현황","명","7008",
"총계","남자","의왕시","지역 및 체류자격별 등록외국인 현황","명","591",
"총계","남자","의정부시","지역 및 체류자격별 등록외국인 현황","명","2252",
"총계","남자","이천시","지역 및 체류자격별 등록외국인 현황","명","4654",
"총계","남자","파주시","지역 및 체류자격별 등록외국인 현황","명","8407",
"총계","남자","평택시","지역 및 체류자격별 등록외국인 현황","명","14114",
"총계","남자","포천시","지역 및 체류자격별 등록외국인 현황","명","10275",
"총계","남자","하남시","지역 및 체류자격별 등록외국인 현황","명","1324",
"총계","남자","화성시","지역 및 체류자격별 등록외국인 현황","명","29198",
"총계","남자","강원도","지역 및 체류자격별 등록외국인 현황","명","10384",
"총계","남자","강릉시","지역 및 체류자격별 등록외국인 현황","명","1271",
"총계","남자","고성군","지역 및 체류자격별 등록외국인 현황","명","862",
"총계","남자","동해시","지역 및 체류자격별 등록외국인 현황","명","583",
"총계","남자","삼척시","지역 및 체류자격별 등록외국인 현황","명","464",
"총계","남자","속초시","지역 및 체류자격별 등록외국인 현황","명","630",
"총계","남자","양구군","지역 및 체류자격별 등록외국인 현황","명","114",
"총계","남자","양양군","지역 및 체류자격별 등록외국인 현황","명","171",
"총계","남자","영월군","지역 및 체류자격별 등록외국인 현황","명","99",
"총계","남자","원주시","지역 및 체류자격별 등록외국인 현황","명","1938",
"총계","남자","인제군","지역 및 체류자격별 등록외국인 현황","명","149",
"총계","남자","정선군","지역 및 체류자격별 등록외국인 현황","명","93",
"총계","남자","철원군","지역 및 체류자격별 등록외국인 현황","명","442",
"총계","남자","춘천시","지역 및 체류자격별 등록외국인 현황","명","2253",
"총계","남자","태백시","지역 및 체류자격별 등록외국인 현황","명","78",
"총계","남자","평창군","지역 및 체류자격별 등록외국인 현황","명","197",
"총계","남자","홍천군","지역 및 체류자격별 등록외국인 현황","명","520",
"총계","남자","화천군","지역 및 체류자격별 등록외국인 현황","명","122",
"총계","남자","횡성군","지역 및 체류자격별 등록외국인 현황","명","398",
"총계","남자","충청북도","지역 및 체류자격별 등록외국인 현황","명","25482",
"총계","남자","괴산군","지역 및 체류자격별 등록외국인 현황","명","630",
"총계","남자","단양군","지역 및 체류자격별 등록외국인 현황","명","87",
"총계","남자","보은군","지역 및 체류자격별 등록외국인 현황","명","262",
"총계","남자","영동군","지역 및 체류자격별 등록외국인 현황","명","531",
"총계","남자","옥천군","지역 및 체류자격별 등록외국인 현황","명","459",
"총계","남자","음성군","지역 및 체류자격별 등록외국인 현황","명","7061",
"총계","남자","제천시","지역 및 체류자격별 등록외국인 현황","명","779",
"총계","남자","증평군","지역 및 체류자격별 등록외국인 현황","명","403",
"총계","남자","진천군","지역 및 체류자격별 등록외국인 현황","명","4221",
"총계","남자","청원군","지역 및 체류자격별 등록외국인 현황","명","42",
"총계","남자","청주시 상당구","지역 및 체류자격별 등록외국인 현황","명","525",
"총계","남자","청주시 서원구","지역 및 체류자격별 등록외국인 현황","명","1583",
"총계","남자","청주시 청원구","지역 및 체류자격별 등록외국인 현황","명","2562",
"총계","남자","청주시 흥덕구","지역 및 체류자격별 등록외국인 현황","명","2962",
"총계","남자","충주시","지역 및 체류자격별 등록외국인 현황","명","3375",
"총계","남자","충청남도","지역 및 체류자격별 등록외국인 현황","명","42805",
"총계","남자","계룡시","지역 및 체류자격별 등록외국인 현황","명","110",
"총계","남자","공주시","지역 및 체류자격별 등록외국인 현황","명","1120",
"총계","남자","금산군","지역 및 체류자격별 등록외국인 현황","명","1234",
"총계","남자","논산시","지역 및 체류자격별 등록외국인 현황","명","2257",
"총계","남자","당진시","지역 및 체류자격별 등록외국인 현황","명","3873",
"총계","남자","보령시","지역 및 체류자격별 등록외국인 현황","명","2349",
"총계","남자","부여군","지역 및 체류자격별 등록외국인 현황","명","669",
"총계","남자","서산시","지역 및 체류자격별 등록외국인 현황","명","2452",
"총계","남자","서천군","지역 및 체류자격별 등록외국인 현황","명","1038",
"총계","남자","아산시","지역 및 체류자격별 등록외국인 현황","명","11439",
"총계","남자","예산군","지역 및 체류자격별 등록외국인 현황","명","1573",
"총계","남자","천안시 동남구","지역 및 체류자격별 등록외국인 현황","명","5413",
"총계","남자","천안시 서북구","지역 및 체류자격별 등록외국인 현황","명","6310",
"총계","남자","청양군","지역 및 체류자격별 등록외국인 현황","명","335",
"총계","남자","태안군","지역 및 체류자격별 등록외국인 현황","명","988",
"총계","남자","홍성군","지역 및 체류자격별 등록외국인 현황","명","1645",
"총계","남자","전라북도","지역 및 체류자격별 등록외국인 현황","명","18300",
"총계","남자","고창군","지역 및 체류자격별 등록외국인 현황","명","511",
"총계","남자","군산시","지역 및 체류자격별 등록외국인 현황","명","3965",
"총계","남자","김제시","지역 및 체류자격별 등록외국인 현황","명","1417",
"총계","남자","남원시","지역 및 체류자격별 등록외국인 현황","명","446",
"총계","남자","무주군","지역 및 체류자격별 등록외국인 현황","명","73",
"총계","남자","부안군","지역 및 체류자격별 등록외국인 현황","명","489",
"총계","남자","순창군","지역 및 체류자격별 등록외국인 현황","명","159",
"총계","남자","완주군","지역 및 체류자격별 등록외국인 현황","명","2159",
"총계","남자","익산시","지역 및 체류자격별 등록외국인 현황","명","2679",
"총계","남자","임실군","지역 및 체류자격별 등록외국인 현황","명","151",
"총계","남자","장수군","지역 및 체류자격별 등록외국인 현황","명","181",
"총계","남자","전주시 덕진구","지역 및 체류자격별 등록외국인 현황","명","2238",
"총계","남자","전주시 완산구","지역 및 체류자격별 등록외국인 현황","명","1854",
"총계","남자","정읍시","지역 및 체류자격별 등록외국인 현황","명","1820",
"총계","남자","진안군","지역 및 체류자격별 등록외국인 현황","명","158",
"총계","남자","전라남도","지역 및 체류자격별 등록외국인 현황","명","22223",
"총계","남자","강진군","지역 및 체류자격별 등록외국인 현황","명","219",
"총계","남자","고흥군","지역 및 체류자격별 등록외국인 현황","명","728",
"총계","남자","곡성군","지역 및 체류자격별 등록외국인 현황","명","271",
"총계","남자","광양시","지역 및 체류자격별 등록외국인 현황","명","791",
"총계","남자","구례군","지역 및 체류자격별 등록외국인 현황","명","82",
"총계","남자","나주시","지역 및 체류자격별 등록외국인 현황","명","1650",
"총계","남자","담양군","지역 및 체류자격별 등록외국인 현황","명","537",
"총계","남자","목포시","지역 및 체류자격별 등록외국인 현황","명","1948",
